"","Total_1982","Total_1983","Total_1984","Total_1985","Total_1986","Total_1987","Total_1988","Total_1989","Total_1990","Total_1991","Total_1992","Total_1993","Total_1994","Total_1995","Total_1996","Total_1997","Total_1998","Total_1999","Total_2000","Total_2001","Total_2002","Total_2003","Total_2004","Total_2005","Total_2006","Total_2007","Total_2008","Total_2009","Total_2010","Total_2011","Total_2012","Total_2013","Total_2014","Total_2015","Total_2016","Total_2017","Total_2018","Total_2019","EBS_1982","EBS_1983","EBS_1984","EBS_1985","EBS_1986","EBS_1987","EBS_1988","EBS_1989","EBS_1990","EBS_1991","EBS_1992","EBS_1993","EBS_1994","EBS_1995","EBS_1996","EBS_1997","EBS_1998","EBS_1999","EBS_2000","EBS_2001","EBS_2002","EBS_2003","EBS_2004","EBS_2005","EBS_2006","EBS_2007","EBS_2008","EBS_2009","EBS_2010","EBS_2011","EBS_2012","EBS_2013","EBS_2014","EBS_2015","EBS_2016","EBS_2017","EBS_2018","EBS_2019","NBS_1982","NBS_1983","NBS_1984","NBS_1985","NBS_1986","NBS_1987","NBS_1988","NBS_1989","NBS_1990","NBS_1991","NBS_1992","NBS_1993","NBS_1994","NBS_1995","NBS_1996","NBS_1997","NBS_1998","NBS_1999","NBS_2000","NBS_2001","NBS_2002","NBS_2003","NBS_2004","NBS_2005","NBS_2006","NBS_2007","NBS_2008","NBS_2009","NBS_2010","NBS_2011","NBS_2012","NBS_2013","NBS_2014","NBS_2015","NBS_2016","NBS_2017","NBS_2018","NBS_2019"
"Total_2004",1.95367348071303e-05,3.74148656570055e-05,5.92774133637928e-05,3.78222563164391e-05,2.3777407057401e-05,1.85964732197909e-05,1.23509492925223e-05,2.10382088163807e-05,1.81141522867286e-05,2.27051070734741e-05,2.61144223259763e-05,3.52654636973288e-05,3.52690684736313e-05,3.36422241574124e-05,4.95663397574211e-05,4.1277680876397e-05,3.38499501831226e-05,1.78342884218781e-05,4.35065953091066e-05,5.69596557494324e-05,7.23305491069224e-05,0.000284071530218409,0.00840419005873447,0.000347646951695845,5.48752303098519e-05,5.30940774061391e-05,5.31954632303179e-05,3.19966219732496e-05,1.03333479095909e-05,4.21194272287142e-05,2.67017744263126e-05,1.8275263702841e-05,3.4555837394646e-05,5.41301423110964e-05,8.82577178830514e-05,2.9408859016125e-05,3.57139205807402e-05,3.04929277183841e-05,1.55888660024505e-05,2.88362698586772e-05,5.35238426670738e-05,2.02056721578648e-05,1.59084729483387e-05,1.39060618072487e-05,1.11215692368052e-05,1.81415880720517e-05,1.53866376624179e-05,1.74181738161781e-05,1.77334218041763e-05,2.34355432239971e-05,2.64558645764324e-05,2.71278407117069e-05,3.70447689582654e-05,2.90300520736381e-05,1.41137393737909e-05,1.12670644412733e-05,3.29511711551234e-05,4.26783592638095e-05,5.20364806320687e-05,0.000231443249411469,0.00841114347748031,0.000325305307003905,5.01489034794573e-05,5.01615502612555e-05,5.06413657898506e-05,3.0909575425793e-05,9.95416434415569e-06,3.88694572600551e-05,2.2260059226714e-05,1.23369573465946e-05,1.83746285903819e-05,1.98591673654795e-05,4.55260073020466e-05,3.03626003782683e-05,3.56353337866868e-05,3.22218920309315e-05,0.000941100290326116,0.000759186225232308,0.000907697205131733,0.000396691038662448,0.000779321112733787,0.000750525424189356,0.000807986238456584,0.000625386131579227,0.00060871230382043,0.000250607990507391,0.00082941064954992,0.00101384494619181,0.00116119907574306,0.00112505832279289,0.00100665116139215,0.0010757087977341,0.000846155024237587,0.00163031378937802,0.0016437122279397,0.00197528055469119,0.00189275100368407,0.00264876323712362,0.00810208150472749,0.00225085488315071,0.0021035728109649,0.00156013667595968,0.000983086528551301,0.000747834483043199,0.000275051868937895,0.000636352299825853,0.00096241295206422,0.000882752478239122,0.000798715351332474,0.000613178541545921,0.000399631591775148,2.53290700986437e-05,3.59906013132934e-05,2.04480742021345e-05
"Total_2005",1.88632440918932e-05,3.67086386325487e-05,8.45175819313814e-05,5.29513714835016e-05,3.64883153812379e-05,1.76316850648346e-05,2.54519084010206e-05,3.15558404005332e-05,1.92138629012783e-05,3.18224110963394e-05,3.00558341154978e-05,2.74328061796975e-05,4.49026759257304e-05,3.32455351770145e-05,4.68742329902273e-05,4.35454450208494e-05,3.58671186997298e-05,2.25899412386363e-05,4.64200360835047e-05,4.92202044606344e-05,3.45764240300191e-05,0.000107712341657266,0.000347646951695845,0.00956123642353287,0.000302533531368845,8.62890550267252e-05,5.78914775826242e-05,5.37707236562613e-05,4.39859217742527e-05,4.76889670641159e-05,2.78852104341262e-05,1.98799862544871e-05,2.97767297378679e-05,3.208663816986e-05,5.97953674328609e-05,3.03575140182956e-05,3.95942926685354e-05,6.47472317061036e-05,1.68610573096337e-05,3.25795138485809e-05,8.12168811691861e-05,4.37526517928783e-05,3.15880279004902e-05,1.5120834752932e-05,2.47708146529482e-05,3.0288917674961e-05,1.75572662009536e-05,2.89298811953525e-05,2.48300226257048e-05,2.09465487585093e-05,3.98760121956053e-05,2.99168713381213e-05,4.11284404429471e-05,3.80457932036529e-05,2.83301537206013e-05,1.91629342753178e-05,4.11755627658365e-05,4.18595509764673e-05,2.69866814964243e-05,9.46116637976676e-05,0.00033728776383513,0.00962541983068961,0.000299083251108938,8.43623340432329e-05,5.65008890105615e-05,5.31662792792676e-05,4.37675814887047e-05,4.63924241935997e-05,2.54505717564574e-05,1.66237964228162e-05,2.15485990793877e-05,1.4876395188613e-05,3.93883244472838e-05,3.33914108333038e-05,4.59309290961664e-05,7.35495350495618e-05,0.000486240064718701,0.000384117944216092,0.000571237916304141,0.000240339193366275,0.000506994398004149,0.000409444656934306,0.000466244988338553,0.00029588527289717,0.000377922461685794,0.000156510178612247,0.000530935728225179,0.000563980659131539,0.00068708361219067,0.000590927982181599,0.00048605322446588,0.00050804441565461,0.000346074328921078,0.000864038092567528,0.000841483845996612,0.00103793263842777,0.000715392228424106,0.000696351450030928,0.000797727606936257,0.00409367254214401,0.00179810949869423,0.0010764420712385,0.000564174389194728,0.000451807193190554,0.000196415306228807,0.000284752202053521,0.000540776857429557,0.000493904353945213,0.000418351180550296,0.000312830293825304,0.000208495710637141,1.73795106575747e-05,1.72848801242796e-05,1.36080340667129e-05
"Total_2006",2.37509889069327e-05,4.50606009777729e-06,-5.01726498645166e-06,1.81051557445158e-05,1.12823124938925e-05,1.27744179871032e-06,2.06918476049019e-05,7.12736725926948e-06,3.6662089645671e-05,1.91638002843837e-05,2.56070018699956e-05,1.40487183927773e-05,2.29032735916164e-05,3.40485138758348e-05,2.81447940210807e-05,3.04110905254493e-05,2.12647633017469e-05,4.75621479664457e-05,2.70673296604511e-05,1.81816483582118e-05,3.7183763767084e-05,3.24151828674386e-05,5.48752303098519e-05,0.000302533531368845,0.0103646960025023,0.000555619298449446,0.000138836330003878,7.78143869529264e-05,4.6210756173212e-05,3.80368411307083e-05,2.62183416243159e-05,4.17590818707571e-05,2.24506627751838e-05,2.48423899193851e-05,1.61157334632562e-05,8.11194723503273e-06,2.51451552083601e-05,-1.00199232029141e-05,2.3916199283482e-05,4.84180769297276e-06,-4.28967971726759e-06,1.52114174383267e-05,1.1394789456688e-05,1.33598819641627e-06,2.07607663944782e-05,6.84250884187397e-06,3.69046024339896e-05,1.91690259745254e-05,2.57406730961533e-05,1.35542762997974e-05,2.26431066292474e-05,3.36334645859615e-05,2.73295657708781e-05,2.92398672333425e-05,1.82826373657705e-05,4.73736985867201e-05,2.64176369202315e-05,1.75375830327716e-05,3.65395429025585e-05,2.91542503047381e-05,5.27684959965711e-05,0.000303657497098366,0.0103839880409366,0.000556512755613618,0.000138695376563041,7.77896555451969e-05,4.62443856026225e-05,3.7944427269589e-05,2.60574300449835e-05,4.15628640139373e-05,2.13503223524923e-05,2.28352873026926e-05,1.13503771348973e-05,8.35277709579153e-06,2.76514884979575e-05,-1.45200586567228e-05,-1.48145940254116e-05,-2.3742502249394e-05,-0.000112306768342741,7.70537199494217e-05,4.82722599888942e-07,-7.85860186198068e-06,-2.39113008135282e-05,6.6559929557058e-05,-1.58500410774721e-05,1.8938537397459e-05,1.27949764549876e-05,5.49493219570173e-05,5.6140878581347e-05,0.00010358563592004,9.04566714167141e-05,0.000129332264382795,0.00014400342132726,9.38329562346817e-05,0.000125560954095978,0.000104695080474482,9.49717248409282e-05,0.000178935268068297,0.000146407536981982,0.000206786753518686,0.00200227125159092,9.6466513198692e-05,0.000190154397666635,9.4100421857675e-05,2.27331225779709e-05,5.49340293162652e-05,6.01166796827126e-05,7.03237695310952e-05,7.44143703534289e-05,5.75834341045146e-05,5.08395355358226e-05,7.08175704295781e-06,1.63211010008251e-05,1.61247468222662e-05
"Total_2007",2.65678849919909e-05,1.44023570652361e-05,-4.05185542208753e-05,2.74011379343337e-05,4.49609655592939e-06,3.30594105041334e-06,1.53244763290972e-05,1.4872200998483e-05,4.23360760204401e-05,4.06913328328254e-05,2.84517927368294e-05,2.31135257242428e-05,2.3260505822766e-05,2.95316509090166e-05,4.32066933318285e-05,4.58868573976025e-05,5.25297773135967e-05,5.49256690295777e-05,2.06559434157484e-05,3.52751021018624e-05,3.85069495472974e-05,2.40108991660347e-05,5.30940774061392e-05,8.62890550267251e-05,0.000555619298449445,0.0155692623504563,0.000723298105893074,0.000155905578733596,7.19995479987631e-05,9.01059359215387e-05,3.98969259687012e-05,4.78631841665786e-05,4.65494575654471e-05,4.04179057508046e-05,3.69360061034756e-05,9.73319152013524e-06,2.79566978767301e-05,-3.0088716065434e-05,2.77627993570959e-05,1.61263564760014e-05,-3.86728369966022e-05,2.64469232884026e-05,6.18120401150603e-06,4.65107163008345e-06,1.57368421867354e-05,1.55905152018654e-05,4.33350301159063e-05,4.3197137325106e-05,3.07713157433156e-05,2.57754383795696e-05,2.52406464959056e-05,3.07027189567512e-05,4.54322902590171e-05,4.81774911850517e-05,5.3920487160227e-05,5.66578703405332e-05,2.29204067184667e-05,3.82548797813999e-05,4.08556157198686e-05,2.38620328825228e-05,5.41468525560549e-05,8.78586143215688e-05,0.000558107150356922,0.0155943492337349,0.00072634167059929,0.000156482280695208,7.23086049796025e-05,9.15090461796213e-05,4.16727172986817e-05,4.96447429905655e-05,4.90978751622478e-05,4.34828512270592e-05,2.89848452856879e-05,1.10496775567599e-05,2.9006489380351e-05,-3.88238472702387e-05,-0.000252364770986219,-0.000130648584589105,-0.000312687456911554,4.68395174187029e-05,-0.000157301208364994,-0.000206598889785967,-0.000251552171648809,-0.000134996123172783,-0.000173970900665746,-6.73259318694485e-05,-0.000193868212515563,-0.000197081792965409,-0.000229712173410018,-0.000166668423980558,-0.000126906551424344,-0.000147579396782627,-4.70920720365373e-06,-0.00037038936721157,-0.000322637407854006,-0.000364980561140886,-0.000172173326161234,3.06997527759321e-05,7.35364527310167e-06,-4.74163073137128e-05,-0.000522777597701883,0.00267696846952972,-0.000384797294940956,-0.000223862058307794,-0.000143761667266581,-0.000166442354452815,-0.000334199053163142,-0.000211489721744439,-7.37998671135464e-05,-9.5792963995036e-06,9.48738633086376e-05,4.10170131154959e-06,2.4260694167618e-05,2.06602281209089e-05
"Total_2008",2.67136141887821e-05,3.89037019424065e-05,2.69850227725111e-06,6.64277015658226e-05,2.80739788768722e-05,2.25619999348953e-05,1.95576453255167e-05,4.22722080735706e-05,4.00262475484558e-05,3.87736444388489e-05,4.05405060940294e-05,4.11838701700349e-05,3.96207917231702e-05,2.76799799572138e-05,6.73571488928842e-05,7.96222793386594e-05,8.27375516969533e-05,4.965789494111e-05,2.41935722152257e-05,3.44397928778765e-05,3.22359873397981e-05,1.51666682813365e-05,5.31954632303179e-05,5.78914775826241e-05,0.000138836330003878,0.000723298105893074,0.0146187556867013,0.000575691208146548,0.000137225138939938,0.000125931502045095,7.34957872490704e-05,4.92609982820788e-05,7.25489716529947e-05,4.92996798032796e-05,4.66250443073146e-05,1.95236555262586e-05,1.80583381125977e-05,1.61092448037504e-05,2.768826269024e-05,4.06771044651575e-05,4.17234943314028e-06,6.9370700669543e-05,2.96489306875126e-05,2.38604674352712e-05,1.98073268725795e-05,4.3099572750075e-05,4.06612647751243e-05,4.1250264951628e-05,4.23616743268987e-05,4.35681080826615e-05,4.11355608944458e-05,2.85364674583813e-05,6.97649976742426e-05,8.24424535449512e-05,8.58605608955541e-05,5.09613126481735e-05,2.60967805032993e-05,3.68767301958873e-05,3.46003448869659e-05,1.63748960647424e-05,5.56516846333429e-05,5.94762021476265e-05,0.000140253634045193,0.000725940910334337,0.0146528104999058,0.000577344911613516,0.00013769083840807,0.000127636511146512,7.53041454669898e-05,5.09609661874825e-05,7.61185678333236e-05,5.63875175036522e-05,4.98147064044441e-05,2.38879809996392e-05,2.0871185174804e-05,1.65627217408312e-05,-0.000200801681572495,-0.000110303835050143,-0.000214634552795827,6.47564188924402e-06,-0.00012314661984406,-0.000180061154376287,-0.000142032295026766,-0.000130348292763481,-9.74762233544361e-05,-6.79855916948468e-05,-0.000134013542286304,-0.000156041995206293,-0.000153898396521678,-0.000115815449020644,-0.000116686495342617,-0.000158568802455587,-4.57995947104341e-05,-0.000270376009777931,-0.000264333404836217,-0.000292899380509713,-0.000179851837540708,-3.91213718307562e-05,-5.35211783978537e-05,-7.71057620050935e-05,-0.000475515462599773,-0.0006348543257179,0.00222014237283042,-0.000513299466100437,-0.000187892523569746,-0.000185816749755482,-0.000307460875131589,-0.000198214196073002,-9.60256333169186e-05,-6.63213180445912e-05,2.33828798798873e-05,8.54520049981952e-07,8.15514005926035e-06,1.34746563550934e-05
"Total_2009",3.33674675331008e-05,2.23520317768039e-05,0.000143234655538862,5.90803192451472e-05,5.0140991389849e-05,8.6821441604031e-06,4.89760471609173e-05,1.97589642541879e-05,8.38865842166995e-05,2.57626741019436e-05,4.45572384259086e-05,1.73956984194484e-05,7.45675915221096e-05,0.000109869047669857,3.3386486291013e-05,3.99355137956456e-05,3.05012601243397e-05,7.28054894604424e-05,5.39364847844598e-05,2.91147740043779e-05,4.7536746705078e-05,7.95908141630004e-05,3.19966219732495e-05,5.37707236562614e-05,7.78143869529265e-05,0.000155905578733596,0.000575691208146548,0.0198227078611382,0.00059250892450501,7.01711371335169e-05,3.64579888196423e-05,7.58079223974062e-05,2.50442324290552e-05,2.53612672251027e-05,3.43093014972622e-05,4.47016845159944e-05,6.60183438449713e-05,5.5982204645184e-05,3.28449240719128e-05,2.35400113273099e-05,0.00014386001442704,5.49760312694136e-05,4.89914059317517e-05,8.6567877452229e-06,4.87263171061171e-05,1.95545827686805e-05,8.43979220605875e-05,2.62235802834314e-05,4.43472706402162e-05,1.69174148492598e-05,7.37781849470861e-05,0.00010937718496827,3.37378864626708e-05,3.93484142563733e-05,2.83713678817019e-05,7.19980726746742e-05,5.28694542303044e-05,2.82701754905611e-05,4.8142074755465e-05,7.96819800807489e-05,3.36867775266501e-05,5.38447332159082e-05,7.76866123174506e-05,0.000155683065154095,0.00057674361441407,0.0198494592404856,0.000593382417857712,7.00764940486585e-05,3.50416972802181e-05,7.44568684719373e-05,2.35633673332393e-05,2.78410562439332e-05,5.09071644327088e-05,5.53907461020631e-05,7.82808850052953e-05,6.26041664910119e-05,0.000155346447638182,-7.76001789901179e-05,5.10194233539966e-05,0.000142689083291242,0.000160519607470997,1.26389600420594e-05,0.000210597380948969,6.24009036472184e-05,-2.68351632353118e-05,5.89447402478904e-06,6.46820826623725e-05,5.69596574216001e-05,0.000175418151785866,0.000192275445039993,6.52725464917196e-06,8.95217677465599e-05,0.000118163592705725,0.00027105409792208,0.00021569865350827,0.000142564626533918,-6.7624474665326e-06,7.5494550968883e-05,-4.14363854359752e-05,4.74661036119064e-05,0.000133200228036476,0.000270256589474379,0.000192533083578936,0.00220648874184167,-1.73009131099966e-05,8.74759223239129e-05,0.000334820167547044,0.000272489478399472,9.49782630390039e-05,-1.50905169338726e-05,-8.6634625396158e-05,-1.02257232115168e-06,2.28455829155982e-05,1.75102499327856e-05
"Total_2010",3.39060782868124e-05,2.43293303143597e-05,4.15673046749697e-05,4.69025200836305e-05,2.97793412400134e-05,9.88275177703316e-06,3.20687921939389e-05,2.83245258107957e-05,4.62398659429841e-05,2.06394946728637e-05,1.91442518385973e-05,1.61229256691127e-05,2.07600408646431e-05,2.41223467120243e-05,3.22830049049511e-05,4.20296844905856e-05,4.09589623844132e-05,4.283250118827e-05,2.75718039385135e-05,2.41223517481776e-05,1.84192628511551e-05,2.38841671006368e-05,1.03333479095909e-05,4.39859217742527e-05,4.6210756173212e-05,7.19995479987631e-05,0.000137225138939938,0.00059250892450501,0.0142416918263027,0.000291037220869093,5.95817142084425e-05,3.60756705814345e-05,2.57019130674376e-05,1.50621313723714e-05,2.3871302934805e-05,1.78549940829062e-05,3.16963328321003e-05,4.17884261029667e-05,3.59776270230025e-05,2.79567664890195e-05,4.45604013755567e-05,5.1168186094557e-05,3.27044687574228e-05,1.18511741173951e-05,3.27214005143796e-05,2.96396402567318e-05,4.73961293765676e-05,2.15789452272985e-05,2.15124357636614e-05,1.92413733634413e-05,2.30926295116155e-05,2.57707945917073e-05,3.54108441386812e-05,4.52912942053706e-05,4.53300410719042e-05,4.45988461337855e-05,2.97935292010337e-05,2.66118047907733e-05,2.09959033953098e-05,2.73532110919808e-05,1.37694730522881e-05,4.6081624441591e-05,4.71570651049428e-05,7.30266164522893e-05,0.000139005289412238,0.000594747815829681,0.0142607447090577,0.000297658892455271,6.32964022898733e-05,3.94953951929676e-05,3.32115238620913e-05,2.66612141633618e-05,3.42240586229114e-05,2.04602488812643e-05,3.97021299061504e-05,4.76467871987104e-05,-0.000449662123430409,-0.000280869749011544,-0.000399793827969877,-3.99936882555681e-05,-0.000251079750151308,-0.00029728546267598,-0.000390288970441655,-0.000246059576818785,-0.000204129844441102,-1.98572318366107e-05,-0.000207839770829244,-0.000241837297966849,-0.000277239595009091,-0.00025205767379591,-0.000206793026619583,-0.000233444910172703,-0.000138946361452268,-0.000390865972449994,-0.000309242446950545,-0.000310270943945081,-0.000212710791552199,-0.000131986772086868,-0.000138957646375098,-0.000134539786314155,-0.000363981109169707,-0.000455816848794893,-0.000510888747746384,-0.000881837487593892,0.000940348086166139,-0.000919686252267383,-0.000722970746504439,-0.000461755500347814,-0.000328940351557176,-0.00017414896277319,-5.15662959872847e-05,6.71057896574736e-06,3.51030200800761e-06,7.75280221812171e-06
"Total_2011",3.81155645174802e-05,5.81307178362923e-05,6.31137124010718e-05,7.70238877245404e-05,4.17499302501159e-05,2.81724465763993e-05,3.08022609309401e-05,5.04044133488462e-05,4.0094476507532e-05,4.85683632811583e-05,4.66133134304697e-05,4.10015705094201e-05,1.8339951272097e-05,3.22581346243917e-05,6.28705014568779e-05,6.76631369343689e-05,6.94685099198545e-05,4.83049378452068e-05,3.40917157047156e-05,5.41732110934726e-05,4.07196591189345e-05,3.00720459098528e-05,4.21194272287143e-05,4.76889670641157e-05,3.80368411307082e-05,9.01059359215386e-05,0.000125931502045096,7.01711371335168e-05,0.000291037220869094,0.00911119578503185,0.000247958849342218,5.94825836521292e-05,7.73579619083096e-05,6.13883406222549e-05,9.43429402582246e-05,4.75608361364966e-05,4.53244776419041e-05,7.94940621307639e-05,3.78612992391123e-05,5.7241116752588e-05,6.28421657701048e-05,7.80837524497235e-05,4.10445017917342e-05,2.78060989052885e-05,3.06358118456279e-05,5.04543365724367e-05,3.96447616977199e-05,4.80904140801768e-05,4.54770390568294e-05,3.9873265011294e-05,1.70860171772454e-05,3.14716919902731e-05,6.19228909266165e-05,6.75274157337558e-05,6.93718257053261e-05,4.78835584537068e-05,3.31580731176131e-05,5.32700109056653e-05,3.97131567740779e-05,2.85728852315799e-05,4.02641288986763e-05,4.64645944998514e-05,3.77173385231539e-05,9.00259996043713e-05,0.000126113879525444,7.00303458952185e-05,0.000291314619667329,0.00913932130944631,0.000248025908288374,5.86068057916623e-05,7.5961721223669e-05,5.56913415488501e-05,9.13056816585913e-05,5.52208082390142e-05,5.82392870082972e-05,9.1675722961795e-05,9.74695162204723e-05,0.000132978466670352,0.000103155896331686,5.54333023998713e-05,0.0001094823606067,8.53402391278159e-05,0.000138525471080754,3.99884841918385e-05,0.000137472775794693,6.91712337434936e-05,0.000155522138220055,0.000134335808296309,0.000178536179680651,0.000164018286402597,0.000135301003179252,7.91261095134382e-05,7.34478491548194e-05,0.000151768080377994,0.000175632226531399,0.000175494675002276,0.000131005027892395,9.74322706576597e-05,0.000122727472886382,0.000151989058103305,0.000176530060663664,0.000131185669943637,5.95318468082199e-05,0.000162884461253857,9.73774573724872e-05,0.00396865252241018,0.000233831918043089,0.000186975164859029,0.000143295594616521,0.000154321156729275,0.000116474583558274,1.47940184919987e-05,-1.44725676875857e-07,8.72163626599021e-06
"Total_2012",1.40905266610326e-05,3.0566538374167e-05,3.35135509092986e-05,4.20198006374553e-05,2.90052972396778e-05,1.60965077525509e-05,1.47981121936438e-05,2.08083738278519e-05,2.17334385254607e-05,2.70724249507993e-05,2.46331902139191e-05,2.73748279146891e-05,3.26025480037967e-05,1.76846973818675e-05,2.80794637224856e-05,3.40975503491431e-05,2.95653279731206e-05,1.61733072715081e-05,2.00442840728554e-05,1.78195424961671e-05,1.86893896855217e-05,2.5330362536945e-05,2.67017744263126e-05,2.78852104341261e-05,2.62183416243159e-05,3.98969259687012e-05,7.34957872490704e-05,3.64579888196422e-05,5.95817142084424e-05,0.000247958849342218,0.00838601065172328,0.000206396441778225,6.28773244983989e-05,4.43350126125415e-05,5.1466872103553e-05,1.65317284787965e-05,1.89136934692532e-05,3.14029946232611e-05,1.32858196628262e-05,2.87735862212457e-05,3.23182692547789e-05,3.90092449258301e-05,2.7137252916062e-05,1.50397964931805e-05,1.44961202571296e-05,2.02658534462052e-05,2.10047046418844e-05,2.59247501970211e-05,2.23328100336569e-05,2.45629209247978e-05,3.04797576339527e-05,1.62164983922929e-05,2.54920841409145e-05,3.19953336375147e-05,2.6259283655916e-05,1.51091797471031e-05,1.84428429021661e-05,1.58945963598916e-05,1.67599552691518e-05,2.16547759590564e-05,2.32563556038794e-05,2.58567251614686e-05,2.5699022999797e-05,3.95397247346969e-05,7.32389772725857e-05,3.62418535299138e-05,5.95246218267182e-05,0.000246880802004555,0.00840484975358277,0.000203093587441355,5.47562691059374e-05,2.86697517545064e-05,3.00680470638893e-05,1.73699837864154e-05,2.06305292455527e-05,3.49722671456594e-05,0.000201935837473433,0.000181418909028784,0.000209769421547396,0.000103348061137436,0.00020836747146331,0.000180994103192664,0.000210242507601856,0.000133999258879369,0.000179528700470696,7.65450346669039e-05,0.000245118407360513,0.000259977785237821,0.00030379942537398,0.000263665921328555,0.000225845523991592,0.000211650153869636,0.000165635853356459,0.00027745323688486,0.000262823270902794,0.000276386011321096,0.000191763698648348,0.000190481664564794,0.000176396555718962,0.000200684899668289,0.000251324824506542,0.000223464698505825,0.000166994687814081,0.000178786598268104,9.9439482930283e-05,0.000445071798824524,0.00441728294307508,0.00068721405977477,0.000446395133113933,0.000299876006709673,0.00020739405027509,1.29459505624825e-05,1.28692252341689e-05,1.06664071836244e-05
"Total_2013",2.53907245015836e-05,7.60200875363677e-06,3.27953624286507e-05,3.3643049506308e-05,2.22849424476861e-05,1.93862031847931e-06,1.86965654915431e-05,1.14871608355369e-05,4.52023973381246e-05,1.27821588532027e-05,2.89164782563428e-05,1.83062635410536e-05,3.09697162103592e-05,4.95748400735419e-05,2.82145645619883e-05,3.02258805027195e-05,2.7087320720074e-05,4.56977048360282e-05,2.35328352194132e-05,1.39908212818068e-05,3.43169088164243e-05,3.36604468752764e-05,1.8275263702841e-05,1.98799862544872e-05,4.17590818707572e-05,4.78631841665787e-05,4.92609982820789e-05,7.58079223974062e-05,3.60756705814344e-05,5.94825836521292e-05,0.000206396441778225,0.00896298511757427,0.000146745037665806,6.97599845072851e-05,6.81022602552359e-05,2.53070285781123e-05,3.68757952729006e-05,2.60164882098383e-05,2.40204833456541e-05,5.13414580161167e-06,3.14543385023642e-05,2.62871382527965e-05,1.95927236245234e-05,3.07806971814635e-07,1.82167866694086e-05,1.02695244264358e-05,4.45112344954592e-05,1.06486296033865e-05,2.63494010579171e-05,1.42036889471501e-05,2.79365070742891e-05,4.7255231951383e-05,2.41784182083783e-05,2.62065015189257e-05,1.98966060017328e-05,4.38246187853552e-05,2.05194205572808e-05,1.09198346047447e-05,3.12861586467937e-05,2.72739948420024e-05,1.30837392806334e-05,1.68514633735393e-05,4.09197906227407e-05,4.6997909280572e-05,4.81169894060405e-05,7.53307900911325e-05,3.59012752278485e-05,5.64785792422552e-05,0.000200860604971483,0.00899122059350117,0.000125516849443035,3.75477752443871e-05,3.9976130360663e-05,2.72527932573058e-05,4.10118738405742e-05,2.76616847753894e-05,0.000345250470202418,0.000215238880801544,0.000230542344306074,0.000183490879868822,0.000280781068853583,0.000256423653095473,0.000329201815746713,0.000265533547808893,0.000194862272175566,0.000104751821465586,0.00027496388310768,0.000357674168173443,0.000418477054569658,0.000438200666011801,0.000336716946163932,0.000369701444159387,0.000323043525697661,0.000505604793282304,0.000480367448916752,0.000426498042098362,0.000306181547903073,0.000320616241898096,0.000243833941184319,0.000277869442584504,0.00040556251974468,0.000492532934257428,0.000465769630895431,0.000390007319264397,0.000157825884165984,0.000608742480507083,0.00137260006917971,0.00485256640288378,0.00114924875604148,0.000595224581088454,0.000273049403811838,1.69836932487948e-05,2.23138925765063e-05,1.64583045119454e-05
"Total_2014",1.65885123020445e-05,4.31667930846971e-05,4.06978284889072e-05,5.42351451596472e-05,2.54005054108706e-05,1.96195992628952e-05,1.87886349612076e-05,3.30997247270845e-05,2.25404936288522e-05,2.53113810978675e-05,3.86253616902635e-05,3.33803084015492e-05,2.87606431232933e-05,2.26598348834229e-05,4.69919542634034e-05,6.1237999548023e-05,5.60485184543782e-05,3.13792238446503e-05,2.4987734746721e-05,3.12467684391362e-05,2.88411393931537e-05,2.37518976773253e-05,3.45558373946461e-05,2.97767297378678e-05,2.24506627751838e-05,4.6549457565447e-05,7.25489716529947e-05,2.50442324290552e-05,2.57019130674375e-05,7.73579619083096e-05,6.28773244983987e-05,0.000146745037665806,0.00653436720784683,0.000341278851905839,0.000258502031408498,3.68499599651193e-05,2.80400158075023e-05,3.79529133188328e-05,1.23538461256791e-05,3.32999514527965e-05,3.44531647468649e-05,3.71588720584772e-05,1.65317889286598e-05,1.40903910867967e-05,1.74020215800241e-05,2.97297475045108e-05,1.9323017152601e-05,1.93685763268592e-05,2.94564712237423e-05,2.12948244170165e-05,1.97984363490318e-05,1.63092060280006e-05,3.49279403945358e-05,5.00965691592722e-05,3.95873674252047e-05,2.65012142423429e-05,1.77782150319485e-05,2.30574049250613e-05,1.99269104582002e-05,8.04872947744404e-06,1.97883727464644e-05,2.18053149261278e-05,2.00288718310817e-05,4.46087298840479e-05,7.03981610101024e-05,2.39059479752353e-05,2.51261012271367e-05,7.10395256387048e-05,5.08986306483624e-05,0.000119910244056002,0.00644121685593289,0.000155813507863238,8.302185637812e-05,3.22401182677852e-05,2.32092489956943e-05,4.02353284603965e-05,0.00100510008950432,0.000873326398081773,0.000961534051931272,0.000402097209655393,0.000876939331720776,0.000882441041582222,0.000916182840530498,0.000736208248072898,0.000719231775335547,0.000281486800210248,0.000917438708656816,0.0010331001873265,0.00117372649846833,0.00108664058257278,0.000969103464639083,0.00100223992457526,0.000733558332010713,0.00122909845987837,0.00111795319855408,0.0011312748501912,0.000828466148547644,0.000729325992917666,0.00067616503055347,0.000708834162786176,0.00107221243895761,0.00104390059654221,0.000855612126702237,0.000774623089591073,0.000427692064171097,0.00123263710940925,0.00258636143487251,0.00405325747415875,0.0109334036767936,0.00336669916355709,0.00153717637295839,5.65693323392286e-05,4.50477092330001e-05,2.46926478558855e-05
