"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1987,1,"EBS",7896044.80964606,0.108003245026451,717431.903334298
1988,1,"EBS",11551515.1055755,0.116318402571789,1140344.99322568
1989,1,"EBS",10393074.8632387,0.0945504699054756,833932.191839133
1990,1,"EBS",12841099.6912547,0.127812900297647,1376389.37335167
1991,1,"EBS",7552467.03602578,0.0970457345577218,605121.653637221
1992,1,"EBS",7008415.12771542,0.102536518162011,598763.126064771
1993,1,"EBS",8169043.24203038,0.0917419010993657,629178.572765886
1994,1,"EBS",7844916.34040749,0.103435494980853,681162.960355786
1995,1,"EBS",7806380.20555032,0.119718561976461,789558.907469596
1996,1,"EBS",4308412.56682608,0.0920173268208195,336398.356673385
1997,1,"EBS",5022984.59365673,0.0898441581743201,383291.023761141
1998,1,"EBS",3608265.42660052,0.0872995423751516,266937.144526113
1999,1,"EBS",5496333.0186298,0.105800717985577,492612.457355513
2000,1,"EBS",8167324.50638578,0.110364207391883,758079.576612478
2001,1,"EBS",6216816.20310659,0.0933755849298314,485507.461145097
2002,1,"EBS",7268637.75704861,0.0846690526923258,527498.641021519
2003,1,"EBS",11906349.3042939,0.100926999024953,1007068.42283573
2004,1,"EBS",5666294.3077977,0.0926943603265552,444394.578139936
2005,1,"EBS",7478008.52936871,0.0988816022860662,622376.912651038
2006,1,"EBS",4554002.70003388,0.102069418014212,394142.018174046
2007,1,"EBS",7593570.04228011,0.124832634310169,787181.567020311
2008,1,"EBS",4725395.93226271,0.121419948175453,479227.818425722
2009,1,"EBS",3602641.19011885,0.141532741872387,431221.203094699
2010,1,"EBS",5829564.35273812,0.119758052304668,586205.162573317
2011,1,"EBS",4509306.98093867,0.0962462866032449,359753.71961155
2012,1,"EBS",5134455.10375096,0.0917397577689628,399578.825639635
2013,1,"EBS",6585916.34796077,0.0953664414562608,538650.225589006
2014,1,"EBS",11767628.7679339,0.081035133393743,810513.230406584
2015,1,"EBS",9647504.72137512,0.0765759735487329,623599.956699711
2016,1,"EBS",7663737.62760281,0.0968759609839999,614424.280231383
2017,1,"EBS",7283078.59021984,0.091672715395283,560623.933206051
2018,1,"EBS",4567547.54347737,0.116992949030865,444289.475735399
1982,1,"NBS",23874.9529489387,0.615744011517091,8065.03825035701
1983,1,"NBS",176627.887806487,0.610198300077979,58043.9685054981
1984,1,"NBS",82042.3300023306,0.718470536334354,29922.6090892886
1985,1,"NBS",547032.259181287,0.394561978517258,136361.178883105
1986,1,"NBS",122905.024802633,0.670377573436039,42689.445122763
1987,1,"NBS",78013.0198561594,0.648443610420431,26519.7939705787
1988,1,"NBS",26458.5009176938,0.601768864904301,8716.54694175634
1989,1,"NBS",71534.0836725697,0.553721534027571,22189.0556312908
1990,1,"NBS",89747.5268549279,0.598052370648994,29380.1197314931
1991,1,"NBS",216743.749025567,0.317248395817015,46357.6628376544
1992,1,"NBS",123227.568174722,0.736382586926565,44764.7375806765
1993,1,"NBS",168112.624442809,0.747889040877885,60874.3768005224
1994,1,"NBS",109925.859155137,0.780585823683155,40142.883027763
1995,1,"NBS",81160.0916195447,0.723396216388858,28300.3764118705
1996,1,"NBS",93469.3546002216,0.652791996689104,30604.2479959848
1997,1,"NBS",96373.5181897959,0.660936359037774,32092.0665421537
1998,1,"NBS",129148.409195223,0.512871116766486,36760.979667225
1999,1,"NBS",40028.7776983662,0.803830322883602,14901.1065304199
2000,1,"NBS",94950.6406005946,0.751084413277914,33940.0179663843
2001,1,"NBS",81433.0993303907,0.777576670943851,30118.7929273273
2002,1,"NBS",132291.437008121,0.586153449428492,40524.025179762
2003,1,"NBS",398606.660536282,0.536462692228317,116392.855956203
2004,1,"NBS",198577.785426693,0.529555699743965,57663.1257124972
2005,1,"NBS",132140.787555926,0.511886702540186,38176.7487018067
2006,1,"NBS",17993.5648202802,0.731600338641288,6533.21521201167
2007,1,"NBS",23692.2208118946,0.700110369798411,8453.51411829102
2008,1,"NBS",18920.5577704984,0.604903898624279,6363.57477323851
2009,1,"NBS",8328.97855857174,0.6210245803337,2896.02204382644
2010,1,"NBS",10095.4046054812,0.305453999647641,2118.12660909581
2011,1,"NBS",35335.1566382572,0.549420212671859,11016.5635578428
2012,1,"NBS",39488.0677554198,0.707964620242489,14171.4759163632
2013,1,"NBS",75246.2016275946,0.678149349089992,25819.5340140078
2014,1,"NBS",414466.132342462,0.649710187880178,135855.768480307
2015,1,"NBS",954802.995699255,0.590289478982793,294819.490293362
2016,1,"NBS",1534905.95691914,0.524578345564925,452578.24056253
2017,1,"NBS",1783878.60701036,0.14575164500896,209273.853849146
2018,1,"NBS",1434927.07392909,0.197371816508363,202793.958567838
