"BARCODE","T_TABLE","CRUISE","PERMIT","VESSEL","GEAR","NMFS_AREA","LATDD_START","LONDD_START","LATDD_END","LONDD_END","LENGTH_SEQ","PERFORMANCE","FISHING_DEPTH_FATHOMS","BOTTOM_DEPTH_FATHOMS","LENGTH","WEIGHT","SPECIES","SEX","HAUL_OFFLOAD_DATE","HAUL_OFFLOAD","SPECIMEN_NUMBER","AGE","MATURITY_CODE","MATURITY_DESCRIPTION","SPECIMEN_TYPE","SPECIMEN_TYPE_DESCRIPTION","HAUL_JOIN","PORT_JOIN","YEAR","VIABILITY","INJURY","SPECIAL_PROJECT_CODE","SAMPLE_SYSTEM","ADIPOSE_PRESENT","LANDING_REPORT_ID","HAUL_PURPOSE_CODE"
1324716,"ATL_HAUL",23933,"3245","A045",2,509,55.19833,-164.83833,55.21,-164.8,163,1,41,57,47,NA,201,"F",2020-01-23,10,23,NA,NA,NA,1,"Otoliths",2.3933003245e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1324746,"ATL_HAUL",23933,"3245","A045",2,509,55.19833,-164.83833,55.21,-164.8,164,1,41,57,48,NA,201,"F",2020-01-23,10,22,NA,NA,NA,1,"Otoliths",2.3933003245e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1286786,"ATL_OFFLOAD",24080,"5306","P001",2,509,NA,NA,NA,NA,20,NA,NA,NA,45,NA,201,"M",2020-01-23,6,2,NA,NA,NA,1,"Otoliths",NA,2.4080005306e+19,2020,NA,NA,NA,6,NA,5962884,NA
1286720,"ATL_OFFLOAD",24080,"5306","P001",2,509,NA,NA,NA,NA,24,NA,NA,NA,50,NA,201,"M",2020-01-23,6,1,NA,NA,NA,1,"Otoliths",NA,2.4080005306e+19,2020,NA,NA,NA,6,NA,5962884,NA
1325915,"ATL_HAUL",24028,"3396","A069",2,509,55.38167,-164.84333,55.33333,-164.77333,238,1,44,56,46,NA,201,"M",2020-01-23,14,1401,NA,NA,NA,1,"Otoliths",2.4028003396e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1325967,"ATL_HAUL",24028,"3396","A069",2,509,55.38167,-164.84333,55.33333,-164.77333,239,1,44,56,47,NA,201,"M",2020-01-23,14,1402,NA,NA,NA,1,"Otoliths",2.4028003396e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1324836,"ATL_HAUL",24029,"4063","A282",2,517,55.22,-164.96167,55.20333,-165.015,217,1,41,57,47,NA,201,"F",2020-01-23,13,1312,NA,NA,NA,1,"Otoliths",2.4029004063e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1274972,"ATL_HAUL",24029,"4063","A282",2,517,55.22,-164.96167,55.20333,-165.015,221,1,41,57,51,NA,201,"F",2020-01-23,13,1313,NA,NA,NA,1,"Otoliths",2.4029004063e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1220513,"ATL_HAUL",24036,"3261","A041",2,509,55.44167,-164.90167,55.37167,-164.88833,172,1,44,55,47,NA,201,"F",2020-01-23,12,1209,NA,NA,NA,1,"Otoliths",2.4036003261e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1220580,"ATL_HAUL",24036,"3261","A041",2,509,55.44167,-164.90167,55.37167,-164.88833,179,1,44,55,55,NA,201,"F",2020-01-23,12,1210,NA,NA,NA,1,"Otoliths",2.4036003261e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1314524,"ATL_HAUL",24009,"1607","A255",2,509,55.35,-164.71667,55.3,-164.73333,283,1,46,56,47,NA,201,"F",2020-01-23,23,2310,NA,NA,NA,1,"Otoliths",2.4009001607e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1260909,"ATL_HAUL",24009,"1607","A255",2,509,55.35,-164.71667,55.3,-164.73333,284,1,46,56,48,NA,201,"F",2020-01-23,23,2309,NA,NA,NA,1,"Otoliths",2.4009001607e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1377118,"ATL_HAUL",24074,"1116","A167",2,509,55.24167,-164.79833,55.33667,-164.71,31,1,55,57,50,NA,201,"M",2020-01-23,3,1377118,NA,NA,NA,1,"Otoliths",2.4074001116e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1377177,"ATL_HAUL",24074,"1116","A167",2,509,55.24167,-164.79833,55.33667,-164.71,34,1,55,57,51,NA,201,"F",2020-01-23,3,1377177,NA,NA,NA,1,"Otoliths",2.4074001116e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1329650,"ATL_HAUL",23959,"3870","A225",2,509,55.33167,-165.00333,55.36333,-164.99667,4,1,40,57,47,NA,201,"M",2020-01-23,3,2,NA,NA,NA,1,"Otoliths",2.395900387e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1329695,"ATL_HAUL",23959,"3870","A225",2,509,55.33167,-165.00333,55.36333,-164.99667,8,1,40,57,44,NA,201,"F",2020-01-23,3,1,NA,NA,NA,1,"Otoliths",2.395900387e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1335275,"ATL_HAUL",24025,"3794","A115",2,509,55.26167,-164.74,55.34833,-164.77833,141,1,40,56,45,NA,201,"M",2020-01-23,9,909,NA,NA,NA,1,"Otoliths",2.4025003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1335203,"ATL_HAUL",24025,"3794","A115",2,509,55.26167,-164.74,55.34833,-164.77833,150,1,40,56,52,NA,201,"F",2020-01-23,9,910,NA,NA,NA,1,"Otoliths",2.4025003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1319494,"ATL_HAUL",23922,"3442","A136",2,509,55.42667,-164.83,55.42,-164.99333,197,1,43,55,52,NA,201,"F",2020-01-23,14,1410,NA,NA,NA,1,"Otoliths",2.3922003442e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1328909,"ATL_HAUL",23922,"3442","A136",2,509,55.42667,-164.83,55.42,-164.99333,198,1,43,55,57,NA,201,"F",2020-01-23,14,1409,NA,NA,NA,1,"Otoliths",2.3922003442e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1364432,"ATL_HAUL",24056,"2047","A254",2,509,55.48,-164.61,55.25833,-164.79,14,1,40,54,46,NA,201,"M",2020-01-23,2,1,NA,NA,NA,1,"Otoliths",2.4056002047e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1364458,"ATL_HAUL",24056,"2047","A254",2,509,55.48,-164.61,55.25833,-164.79,15,1,40,54,47,NA,201,"M",2020-01-23,2,2,NA,NA,NA,1,"Otoliths",2.4056002047e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1331886,"ATL_HAUL",24046,"3681","A074",2,509,55.4,-164.74167,55.35833,-164.78333,227,1,40,54,45,NA,201,"F",2020-01-23,12,1212,NA,NA,NA,1,"Otoliths",2.4046003681e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1367021,"ATL_HAUL",24046,"3681","A074",2,509,55.4,-164.74167,55.35833,-164.78333,232,1,40,54,50,NA,201,"F",2020-01-23,12,1213,NA,NA,NA,1,"Otoliths",2.4046003681e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1197246,"ATL_HAUL",24004,"4055","A262",2,509,55.26667,-164.63333,55.23333,-164.73333,135,1,40,53,48,NA,201,"F",2020-01-23,9,902,NA,NA,NA,1,"Otoliths",2.4004004055e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1059876,"ATL_HAUL",24004,"4055","A262",2,509,55.26667,-164.63333,55.23333,-164.73333,138,1,40,53,52,NA,201,"F",2020-01-23,9,901,NA,NA,NA,1,"Otoliths",2.4004004055e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1286715,"ATL_OFFLOAD",24080,"5306","P001",2,509,NA,NA,NA,NA,77,NA,NA,NA,43,NA,201,"M",2020-01-24,12,15,NA,NA,NA,1,"Otoliths",NA,2.4080005306e+19,2020,NA,NA,NA,6,NA,5962841,NA
1286778,"ATL_OFFLOAD",24080,"5306","P001",2,509,NA,NA,NA,NA,91,NA,NA,NA,49,NA,201,"F",2020-01-24,12,14,NA,NA,NA,1,"Otoliths",NA,2.4080005306e+19,2020,NA,NA,NA,6,NA,5962841,NA
1324710,"ATL_HAUL",23933,"3245","A045",2,517,55.13667,-165.17667,55.21167,-165.22167,229,1,46,60,47,NA,201,"F",2020-01-24,15,29,NA,NA,NA,1,"Otoliths",2.3933003245e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1324745,"ATL_HAUL",23933,"3245","A045",2,517,55.13667,-165.17667,55.21167,-165.22167,230,1,46,60,48,NA,201,"F",2020-01-24,15,27,NA,NA,NA,1,"Otoliths",2.3933003245e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1365523,"ATL_HAUL",23928,"2770","A145",2,517,55.56667,-165.21667,55.56667,-165.23333,51,1,45,59,48,NA,201,"F",2020-01-24,4,112,NA,NA,NA,1,"Otoliths",2.392800277e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1289749,"ATL_HAUL",24044,"3896","A080",2,517,55.20167,-165.065,55.26667,-165.08667,167,1,40,56,48,NA,201,"M",2020-01-24,12,1289749,NA,NA,NA,1,"Otoliths",2.4044003896e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1361453,"ATL_HAUL",24044,"3896","A080",2,517,55.20167,-165.065,55.26667,-165.08667,177,1,40,56,55,NA,201,"F",2020-01-24,12,1361453,NA,NA,NA,1,"Otoliths",2.4044003896e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1335247,"ATL_HAUL",24025,"3794","A115",2,517,55.3,-165.26833,55.31167,-165.41833,222,1,46,60,47,NA,201,"F",2020-01-24,14,148,NA,NA,NA,1,"Otoliths",2.4025003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1335249,"ATL_HAUL",24025,"3794","A115",2,517,55.3,-165.26833,55.31167,-165.41833,229,1,46,60,55,NA,201,"F",2020-01-24,14,147,NA,NA,NA,1,"Otoliths",2.4025003794e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1365549,"ATL_HAUL",23928,"2770","A145",2,517,55.56667,-165.21667,55.56667,-165.23333,46,1,45,59,46,NA,201,"M",2020-01-24,4,111,NA,NA,NA,1,"Otoliths",2.392800277e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1336050,"ATL_HAUL",24104,"4111","A291",2,517,55.30167,-165.12667,55.27167,-165.07833,51,1,48,58,41,NA,201,"M",2020-01-24,5,1336050,NA,NA,NA,1,"Otoliths",2.4104004111e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1336040,"ATL_HAUL",24104,"4111","A291",2,517,55.30167,-165.12667,55.27167,-165.07833,52,1,48,58,42,NA,201,"M",2020-01-24,5,1336040,NA,NA,NA,1,"Otoliths",2.4104004111e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1367911,"ATL_HAUL",24072,"3671","A105",2,517,55.13167,-165.115,55.19333,-165.22667,155,1,45,61,47,NA,201,"M",2020-01-24,12,29,NA,NA,NA,1,"Otoliths",2.4072003671e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1367919,"ATL_HAUL",24072,"3671","A105",2,517,55.13167,-165.115,55.19333,-165.22667,163,1,45,61,54,NA,201,"F",2020-01-24,12,30,NA,NA,NA,1,"Otoliths",2.4072003671e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1379020,"ATL_HAUL",24106,"516","A285",2,517,55.28333,-165.06667,55.11667,-165.08333,57,1,58,59,45,NA,201,"F",2020-01-24,5,508,NA,NA,NA,1,"Otoliths",2.4106000516e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1379011,"ATL_HAUL",24106,"516","A285",2,517,55.28333,-165.06667,55.11667,-165.08333,62,1,58,59,50,NA,201,"F",2020-01-24,5,509,NA,NA,NA,1,"Otoliths",2.4106000516e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1145459,"ATL_HAUL",24004,"4055","A262",2,517,55.3,-165.3,55.11667,-165.31667,205,1,41,59,47,NA,201,"M",2020-01-24,14,1411,NA,NA,NA,1,"Otoliths",2.4004004055e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
1195611,"ATL_HAUL",24004,"4055","A262",2,517,55.3,-165.3,55.11667,-165.31667,215,1,41,59,56,NA,201,"F",2020-01-24,14,1412,NA,NA,NA,1,"Otoliths",2.4004004055e+19,NA,2020,NA,NA,NA,6,NA,NA,"CA"
