"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1999,1,"NBS",18537.6268382018,0.803830323348341,14901.1065754626
2000,1,"NBS",45188.0207657941,0.751084413739192,33940.0180849107
2001,1,"NBS",38734.1777919112,0.77757667086122,30118.793015981
2002,1,"NBS",69135.5229079311,0.586153449538972,40524.0252381644
2003,1,"NBS",216963.560624167,0.536462691612494,116392.855714271
2004,1,"NBS",108889.632790849,0.529555699286641,57663.1256376237
2005,1,"NBS",74580.4657516285,0.511886702580288,38176.7486905031
2006,1,"NBS",8930.03307745086,0.731600339743602,6533.21523338464
2007,1,"NBS",12074.5449352818,0.700110369476174,8453.5141158968
2008,1,"NBS",10519.9764542374,0.604903898130691,6363.57476541134
2009,1,"NBS",4663.29697583162,0.621024580352511,2896.02204747496
2010,1,"NBS",6934.35546280529,0.305454000035446,2118.12661378152
2011,1,"NBS",20051.2527751032,0.549420212198214,11016.5635545372
2012,1,"NBS",20017.2092434895,0.707964619552788,14171.4759265756
2013,1,"NBS",38073.5218869012,0.678149349173498,25819.5340883449
2014,1,"NBS",209102.106436205,0.649710187496217,135855.768778521
2015,1,"NBS",499449.002429344,0.590289478459743,294819.491161256
2016,1,"NBS",862746.709405615,0.524578344847951,452578.240843013
2017,1,"NBS",1435824.98747574,0.145751645038385,209273.853911807
2018,1,"NBS",1027471.71374391,0.197371816463547,202793.95850655
