"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"Age_1",2006,1,"EBS",837035.628422292,0.127086783049926,96172.9980397777
"Age_1",2007,1,"EBS",2393367.63269579,0.101364883867329,218768.439373368
"Age_1",2008,1,"EBS",516878.560397448,0.111055690191258,51700.4713795455
"Age_1",2009,1,"EBS",814091.656424243,0.110020469490598,80753.0552402968
"Age_1",2010,1,"EBS",471723.549273094,0.110806273643085,46705.8951311503
"Age_1",2011,1,"EBS",1211012.49836141,0.0992723265499617,107236.472030541
"Age_1",2012,1,"EBS",1212034.36004468,0.100681721552013,110084.99685311
"Age_1",2013,1,"EBS",1116711.8806649,0.0898518471561506,90481.2455295939
"Age_1",2014,1,"EBS",1967925.45617769,0.0872041247050677,154827.26659443
"Age_1",2015,1,"EBS",1120939.54340475,0.104395331215482,104543.668385332
"Age_1",2016,1,"EBS",705121.12202485,0.105992603853629,66810.1646323983
"Age_1",2017,1,"EBS",628955.930183369,0.0972320164317564,54694.7162757505
"Age_1",2018,1,"EBS",1050059.90208133,0.0852650002655929,79976.351969848
"Age_1",2019,1,"EBS",1493416.49981115,0.0941460138871676,126489.900653617
"Age_1",1982,1,"NBS",282193.304220606,0.619604846403412,108549.812612588
"Age_1",1983,1,"NBS",1415954.76252816,0.5113306008495,466712.522692333
"Age_1",1984,1,"NBS",168898.680349781,0.588436694828731,61522.680682063
"Age_1",1985,1,"NBS",1201785.5847464,0.284377462084844,242999.471338731
"Age_1",1986,1,"NBS",677686.697799718,0.646044236134188,265464.722071988
"Age_1",1987,1,"NBS",164716.27014641,0.621958281256007,62380.5658425767
"Age_1",1988,1,"NBS",416678.471716945,0.564061462362954,147726.685841378
"Age_1",1989,1,"NBS",299027.877951182,0.514947801691668,99213.9699244489
"Age_1",1990,1,"NBS",871361.024529143,0.561944120829084,311870.762947097
"Age_1",1991,1,"NBS",1231548.30650756,0.232294284399378,223189.403993363
"Age_1",1992,1,"NBS",954620.381039773,0.581069900269467,357130.805987091
"Age_1",1993,1,"NBS",1381394.79556425,0.532063563896714,474738.099716106
"Age_1",1994,1,"NBS",266381.435911572,0.659071916617015,104155.788669554
"Age_1",1995,1,"NBS",195335.019693216,0.648434935003155,75706.1487744697
"Age_1",1996,1,"NBS",603877.572774859,0.59731465073409,219201.515171813
"Age_1",1997,1,"NBS",649339.054419938,0.633309524851538,247880.718153262
"Age_1",1998,1,"NBS",258151.833688839,0.576370630512202,92394.3385152543
"Age_1",1999,1,"NBS",270688.314173725,0.596325127933299,98242.6707778265
"Age_1",2000,1,"NBS",358295.280887062,0.650385991358376,139627.587088071
"Age_1",2001,1,"NBS",747169.697568951,0.581564964272293,272831.277274306
"Age_1",2002,1,"NBS",459621.959013431,0.532857528923417,159530.678961092
"Age_1",2003,1,"NBS",222315.727663022,0.608062474369251,83898.1523874266
"Age_1",2004,1,"NBS",158950.336048135,0.512625270338257,53130.7400646716
"Age_1",2005,1,"NBS",104493.110936948,0.522759775478152,35312.8499345866
"Age_1",2006,1,"NBS",194935.456390922,0.440689786488464,58152.8669211493
"Age_1",2007,1,"NBS",606372.590450101,0.518623824226059,199657.607100136
"Age_1",2008,1,"NBS",129073.478781542,0.498043515755089,42128.107164501
"Age_1",2009,1,"NBS",169754.917560275,0.561400439214106,59885.7733961902
"Age_1",2010,1,"NBS",121952.375135181,0.41373333942076,34804.4697240021
"Age_1",2011,1,"NBS",328525.434464555,0.530359724466538,111574.881939658
"Age_1",2012,1,"NBS",322381.437108759,0.54036445663766,108719.975533493
"Age_1",2013,1,"NBS",545938.440471124,0.524197142853742,183791.292785938
"Age_1",2014,1,"NBS",567490.305902007,0.596836090821989,210105.538919962
"Age_1",2015,1,"NBS",291176.018012552,0.53191078679932,99460.4962140752
"Age_1",2016,1,"NBS",154150.661319464,0.511904481911669,52639.6040726967
"Age_1",2017,1,"NBS",261302.414170292,0.152824240751914,34864.2708542922
"Age_1",2018,1,"NBS",709872.625187558,0.216488617990254,123056.950241343
"Age_1",2019,1,"NBS",1223736.49551525,0.134615644680362,145524.588822675
"Age_2",1982,1,"Both",2788819.95104889,0.142450213147014,343495.923141067
"Age_2",1983,1,"Both",798669.954830553,0.142898692636506,98225.750818586
"Age_2",1984,1,"Both",366658.136288403,0.158917901854988,48031.6214608563
"Age_2",1985,1,"Both",670190.485991095,0.195280456182455,109360.04034129
"Age_2",1986,1,"Both",694181.078408004,0.177909335760766,103357.833288762
"Age_2",1987,1,"Both",840027.641720951,0.149869142299181,106761.097964367
"Age_2",1988,1,"Both",713778.495016192,0.166432425878545,102740.15496973
"Age_2",1989,1,"Both",386167.46574835,0.189016306625371,62325.6730821543
"Age_2",1990,1,"Both",359344.467256143,0.251505443463743,76108.3992179087
"Age_2",1991,1,"Both",829312.533640991,0.172814158478013,123559.337393922
"Age_2",1992,1,"Both",409129.201108926,0.159429172646419,56030.3657579979
"Age_2",1993,1,"Both",428592.366029369,0.115250088090689,42010.5963190005
"Age_2",1994,1,"Both",622892.796837073,0.143307979860543,78655.8314849262
"Age_2",1995,1,"Both",159470.871405044,0.151294080608175,20921.8421048495
"Age_2",1996,1,"Both",437182.067550087,0.122050875586049,45004.2370164557
"Age_2",1997,1,"Both",422514.746142505,0.126614395335362,45003.4181267932
"Age_2",1998,1,"Both",646128.6794156,0.134433802245359,75233.1216818873
"Age_2",1999,1,"Both",892371.137767194,0.160427502642129,124784.706116039
"Age_2",2000,1,"Both",401198.077953239,0.159654050984984,54974.944911379
"Age_2",2001,1,"Both",1047621.1395453,0.132396180180451,122651.578685867
"Age_2",2002,1,"Both",441077.017957457,0.124289016693897,48081.7895038138
"Age_2",2003,1,"Both",171551.214534233,0.145464476832947,21107.8559554977
"Age_2",2004,1,"Both",278995.954330933,0.128464646872401,30974.3368994275
"Age_2",2005,1,"Both",147226.507859326,0.151637580428997,18861.1432022811
"Age_2",2006,1,"Both",76165.596390897,0.162098699004267,10442.7631896676
"Age_2",2007,1,"Both",70465.1368553876,0.1689833077807,9799.71500239264
"Age_2",2008,1,"Both",122709.188015853,0.188953383274017,19809.3110771715
"Age_2",2009,1,"Both",226265.702170501,0.195001081251782,37331.561872717
"Age_2",2010,1,"Both",130447.520265722,0.153006818170288,16762.0074419192
"Age_2",2011,1,"Both",123634.422199938,0.137338205269899,14488.9885047933
"Age_2",2012,1,"Both",226880.86230955,0.156418316354886,30211.6262088259
"Age_2",2013,1,"Both",129393.434352736,0.178226110544294,19742.7713977851
"Age_2",2014,1,"Both",533436.723089286,0.203716470115189,91799.3615644817
"Age_2",2015,1,"Both",885391.706062481,0.160337611898865,121419.505498824
"Age_2",2016,1,"Both",434332.213467871,0.163295050917494,60603.234357112
"Age_2",2017,1,"Both",327748.011471703,0.131169000065338,36982.8989260994
"Age_2",2018,1,"Both",530589.470540565,0.128769701480712,57811.8890491559
"Age_2",2019,1,"Both",742529.690904958,0.129527683613809,83166.1007731455
"Age_2",1982,1,"EBS",2757584.95213122,0.142779082771227,342048.565645997
"Age_2",1983,1,"EBS",786426.435202208,0.143345228471628,97682.2614043841
"Age_2",1984,1,"EBS",361033.105972568,0.158795843444487,47547.9913678092
"Age_2",1985,1,"EBS",657892.80246817,0.196603777776177,108497.807593639
"Age_2",1986,1,"EBS",690688.378271311,0.177890325970249,103060.775390171
"Age_2",1987,1,"EBS",836542.342390351,0.150091989608805,106693.611271741
"Age_2",1988,1,"EBS",712443.258764892,0.166583354090606,102725.194566005
"Age_2",1989,1,"EBS",380629.489050301,0.190460981200098,62157.763315132
"Age_2",1990,1,"EBS",356269.13387262,0.252506144502792,76044.5864966315
"Age_2",1991,1,"EBS",799848.882624359,0.177136141829065,123244.13699835
"Age_2",1992,1,"EBS",396274.860246716,0.16083327546992,55515.0921548395
"Age_2",1993,1,"EBS",412766.410253352,0.11572225393909,41262.0103240368
"Age_2",1994,1,"EBS",620598.705779806,0.143478249833958,78613.7979928771
"Age_2",1995,1,"EBS",158679.737893149,0.151592468295169,20909.7235470621
"Age_2",1996,1,"EBS",412298.914164278,0.123041095462623,43713.1589933956
"Age_2",1997,1,"EBS",392300.613376041,0.127208871999904,43269.1326850579
"Age_2",1998,1,"EBS",634584.184632575,0.135262810308548,74869.2188957926
"Age_2",1999,1,"EBS",890344.091469076,0.160580592539935,124762.011125968
"Age_2",2000,1,"EBS",399932.690503424,0.159823773228366,54952.9669711357
"Age_2",2001,1,"EBS",1043794.7945097,0.132556701903066,122598.658454002
"Age_2",2002,1,"EBS",438206.449992799,0.124566798723945,48029.8128385749
"Age_2",2003,1,"EBS",167422.199424737,0.146547856127884,20913.795155156
"Age_2",2004,1,"EBS",274302.831736342,0.128808893538655,30724.54776275
"Age_2",2005,1,"EBS",144733.292316276,0.151900161391442,18673.0576061062
"Age_2",2006,1,"EBS",75268.5972671902,0.162315153025196,10365.4561122483
"Age_2",2007,1,"EBS",70128.7588107217,0.169035620132586,9777.01924149052
"Age_2",2008,1,"EBS",121854.013030246,0.189393284072322,19769.3774068259
"Age_2",2009,1,"EBS",225418.479766979,0.195221767219675,37298.250892797
"Age_2",2010,1,"EBS",126510.315721366,0.15324585762074,16365.2417167821
"Age_2",2011,1,"EBS",121795.759009289,0.137883097258528,14412.0850283941
"Age_2",2012,1,"EBS",222831.458219056,0.15697948650139,29978.742602611
"Age_2",2013,1,"EBS",127394.311071206,0.178807610746468,19594.9247781425
"Age_2",2014,1,"EBS",528675.943542368,0.204439361329098,91586.4264786093
"Age_2",2015,1,"EBS",877420.842563447,0.160697370012433,121043.831086065
"Age_2",2016,1,"EBS",422221.121585602,0.163794096419244,59461.5529012061
"Age_2",2017,1,"EBS",315963.520478287,0.134074585684118,36577.8149217413
"Age_2",2018,1,"EBS",472099.98869285,0.13626200617248,54772.6837066806
"Age_2",2019,1,"EBS",532680.927203711,0.155154932603172,71763.9035200443
"Age_2",1982,1,"NBS",31234.9989176749,0.740480021680897,11619.0143676105
"Age_2",1983,1,"NBS",12243.5196283449,0.7232596041593,4290.90812703499
"Age_2",1984,1,"NBS",5625.03031583479,0.712293613281033,2003.88934971925
"Age_2",1985,1,"NBS",12297.6835229248,0.478728981817112,3904.05739344373
"Age_2",1986,1,"NBS",3492.70013669372,0.866876435346661,1393.77340898562
"Age_2",1987,1,"NBS",3485.29933060002,0.854167677066891,1287.49271986128
"Age_2",1988,1,"NBS",1335.23625129916,0.750455399865547,487.122493161483
"Age_2",1989,1,"NBS",5537.97669804872,0.487593847867801,1649.38394087548
"Age_2",1990,1,"NBS",3075.33338352253,0.81321265738616,1180.7760238753
"Age_2",1991,1,"NBS",29463.6510166321,0.366933746452266,7054.10757301543
"Age_2",1992,1,"NBS",12854.34086221,0.870427612965449,5459.2693852153
"Age_2",1993,1,"NBS",15825.9557760171,0.740121842781237,5888.48701875679
"Age_2",1994,1,"NBS",2294.09105726767,1.06147908026325,1002.36310678913
"Age_2",1995,1,"NBS",791.133511895106,0.911468667983877,320.962194193958
"Age_2",1996,1,"NBS",24883.1533858099,0.585025175121671,7874.78139518809
"Age_2",1997,1,"NBS",30214.1327664639,0.666235873158617,10189.6829946514
"Age_2",1998,1,"NBS",11544.4947830243,0.602323267371305,3686.35980449869
"Age_2",1999,1,"NBS",2027.04629811807,0.844652154189731,745.720822331726
"Age_2",2000,1,"NBS",1265.38744981493,0.967836960871687,486.993897418457
"Age_2",2001,1,"NBS",3826.34503559902,0.979548597199126,1489.95636087927
"Age_2",2002,1,"NBS",2870.56796465755,0.789855706801189,1010.9674002349
"Age_2",2003,1,"NBS",4129.0151094961,0.511446591544063,1225.90634055274
"Age_2",2004,1,"NBS",4693.12259459056,0.571904711908473,1477.57478235932
"Age_2",2005,1,"NBS",2493.21554305052,0.544521532554174,791.316256100739
"Age_2",2006,1,"NBS",896.999123706841,0.58601063284672,329.447790370426
"Age_2",2007,1,"NBS",336.378044665919,0.857513884476568,130.525018634758
"Age_2",2008,1,"NBS",855.174985606607,0.65107832685942,295.81992638578
"Age_2",2009,1,"NBS",847.222403522123,0.843153928242636,326.339033386771
"Age_2",2010,1,"NBS",3937.20454435547,0.421711278109643,1163.90689862244
"Age_2",2011,1,"NBS",1838.66319064936,0.59016949675199,575.213228876226
"Age_2",2012,1,"NBS",4049.4040904945,0.60114097342049,1306.87345186445
"Age_2",2013,1,"NBS",1999.12328152996,0.575307734126723,682.94476248952
"Age_2",2014,1,"NBS",4760.77954691726,0.619531655657787,1632.43227292308
"Age_2",2015,1,"NBS",7970.86349903377,0.686037209739064,2766.86229397182
"Age_2",2016,1,"NBS",12111.0918822693,0.469724351964448,3805.2221733152
"Age_2",2017,1,"NBS",11784.4909934166,0.242910041383626,2218.14635180991
"Age_2",2018,1,"NBS",58489.4818477149,0.217763133927007,10232.6360131252
"Age_2",2019,1,"NBS",209848.763701247,0.190334316001753,34172.8930292786
"Age_3",1982,1,"Both",3112917.53144556,0.170542054348918,462031.88802262
"Age_3",1983,1,"Both",2166668.13607266,0.149985875884978,273053.012002835
"Age_3",1984,1,"Both",633329.967110089,0.183625421486031,93469.4302441189
"Age_3",1985,1,"Both",2465800.84819617,0.175289748496192,355591.826512024
"Age_3",1986,1,"Both",624351.406546669,0.182921098768576,97211.6797658234
"Age_3",1987,1,"Both",1171286.55315752,0.143962897800173,143676.185440591
"Age_3",1988,1,"Both",1912605.85868361,0.1533089424075,256435.145904924
"Age_3",1989,1,"Both",639982.582597495,0.172274473924576,92420.0468635439
"Age_3",1990,1,"Both",144338.776832163,0.248680665470757,29746.6659114674
"Age_3",1991,1,"Both",310581.979558896,0.224769697639882,59190.9892918913
"Age_3",1992,1,"Both",2110337.64561746,0.153583519262793,281698.650641898
"Age_3",1993,1,"Both",1041374.79606694,0.13466530399358,119830.016892716
"Age_3",1994,1,"Both",501444.755899509,0.137339566100674,59651.1265370083
"Age_3",1995,1,"Both",403177.922469752,0.166905332150794,57176.1332267706
"Age_3",1996,1,"Both",188534.573669278,0.141929704465071,22401.9460299581
"Age_3",1997,1,"Both",188222.245618898,0.176760904642526,28152.860729636
"Age_3",1998,1,"Both",376069.507605081,0.127551593993897,40997.993659317
"Age_3",1999,1,"Both",870597.206824984,0.162108220560959,122613.17404821
"Age_3",2000,1,"Both",592042.444943429,0.186402972547275,92324.5358627011
"Age_3",2001,1,"Both",594726.980609273,0.121024172418585,62010.2744890531
"Age_3",2002,1,"Both",934974.368835227,0.135827092008252,111217.530550025
"Age_3",2003,1,"Both",1120185.00540526,0.132999288523936,128517.304099563
"Age_3",2004,1,"Both",205486.331596996,0.121147273029793,21198.9273203581
"Age_3",2005,1,"Both",243571.555954582,0.174015738993654,35526.5937294622
"Age_3",2006,1,"Both",116140.482781347,0.191613820971256,17785.746401939
"Age_3",2007,1,"Both",200389.415192498,0.223990667471882,35280.9693142498
"Age_3",2008,1,"Both",134481.023282358,0.183951428861638,19706.5611369473
"Age_3",2009,1,"Both",460324.780400769,0.208908437255271,79305.191145842
"Age_3",2010,1,"Both",279184.490408022,0.158658085320577,36894.0701868136
"Age_3",2011,1,"Both",258059.675627365,0.165415806694983,36322.2378213358
"Age_3",2012,1,"Both",453662.704055282,0.155734058576589,60455.8826149752
"Age_3",2013,1,"Both",274124.997516725,0.166686972269766,38559.9257384437
"Age_3",2014,1,"Both",280733.577907594,0.147249873452391,35448.0952511682
"Age_3",2015,1,"Both",2467405.78391122,0.116801382568528,250329.576814809
"Age_3",2016,1,"Both",739115.037321676,0.108418360030978,69182.1640873952
"Age_3",2017,1,"Both",500032.828243334,0.103408169565609,45594.83149775
"Age_3",2018,1,"Both",232176.140190437,0.124310254821091,24109.6542422322
"Age_3",2019,1,"Both",496690.95472386,0.118169644512809,49769.0425789165
"Age_3",1982,1,"EBS",3092668.22721429,0.170928413533446,461149.323318011
"Age_3",1983,1,"EBS",2125732.88834745,0.148156682128426,266725.527363032
"Age_3",1984,1,"EBS",627338.378961002,0.18132311225997,91718.206534419
"Age_3",1985,1,"EBS",2433095.30791767,0.174458315538456,350280.885231146
"Age_3",1986,1,"EBS",621353.597650511,0.182779536710611,96830.9232903908
"Age_3",1987,1,"EBS",1164998.17798773,0.144273723224503,143416.407803716
"Age_3",1988,1,"EBS",1907871.07016277,0.153409116256072,256185.453836383
"Age_3",1989,1,"EBS",624055.108325855,0.170971929883085,89604.5938634744
"Age_3",1990,1,"EBS",143584.300273834,0.24909782697053,29685.6067718974
"Age_3",1991,1,"EBS",309628.555671697,0.225153911947887,59152.0133900322
"Age_3",1992,1,"EBS",2106016.93054239,0.153753482521817,281564.180799224
"Age_3",1993,1,"EBS",1035746.71495972,0.134894017097829,119553.232341654
"Age_3",1994,1,"EBS",500912.308936711,0.137374100455345,59628.2556481549
"Age_3",1995,1,"EBS",402067.060744045,0.166880567031274,57064.3480736175
"Age_3",1996,1,"EBS",182716.122394955,0.13848154533611,21275.0276371197
"Age_3",1997,1,"EBS",179058.53162444,0.169862682805966,25874.4571893774
"Age_3",1998,1,"EBS",368964.784323211,0.126928196666363,40197.3728229599
"Age_3",1999,1,"EBS",870301.699659824,0.16213102736522,122607.417618775
"Age_3",2000,1,"EBS",591687.362737916,0.186439118401372,92312.1560676853
"Age_3",2001,1,"EBS",593857.717937722,0.12107248144014,61985.5785320728
"Age_3",2002,1,"EBS",932611.085079578,0.135894105829575,111105.513524289
"Age_3",2003,1,"EBS",1111028.96114902,0.133463259840038,128216.561874976
"Age_3",2004,1,"EBS",204142.55092341,0.121378203026039,21139.6909084207
"Age_3",2005,1,"EBS",242181.58182981,0.174393692590578,35449.4862646887
"Age_3",2006,1,"EBS",113714.284451037,0.189134220667032,17208.8728406709
"Age_3",2007,1,"EBS",199416.79779309,0.223588406381489,35091.7618338002
"Age_3",2008,1,"EBS",133152.255833848,0.183958387345262,19544.9770170578
"Age_3",2009,1,"EBS",459278.116722906,0.209014120168403,79225.4525052705
"Age_3",2010,1,"EBS",277032.670977411,0.158956316827817,36721.6993784538
"Age_3",2011,1,"EBS",256616.765505592,0.165180606005455,36132.9146236915
"Age_3",2012,1,"EBS",449605.983501185,0.155879384334482,60092.7608149448
"Age_3",2013,1,"EBS",270444.018158627,0.166383898956851,38055.6435633932
"Age_3",2014,1,"EBS",276172.507308078,0.146639317911519,34819.5461211483
"Age_3",2015,1,"EBS",2455256.0756195,0.116653692789049,249185.984946781
"Age_3",2016,1,"EBS",725274.867280628,0.108632825765394,68296.0695494808
"Age_3",2017,1,"EBS",492939.654500341,0.104374225577841,45410.1017745611
"Age_3",2018,1,"EBS",200010.832173732,0.12944742460746,21713.5108630219
"Age_3",2019,1,"EBS",394178.187132868,0.126865158967134,42503.251418789
"Age_3",1982,1,"NBS",20249.3042312709,0.779124448899007,8794.06216879834
"Age_3",1983,1,"NBS",40935.2477252091,0.950288236657822,19225.5002998413
"Age_3",1984,1,"NBS",5991.58814908702,1.16024830284572,3706.79931865414
"Age_3",1985,1,"NBS",32705.5402785007,0.724418066882466,15049.4922562759
"Age_3",1986,1,"NBS",2997.80889615842,1.02799678224411,1718.34537968749
"Age_3",1987,1,"NBS",6288.3751697888,0.621786522683347,2456.49991024283
"Age_3",1988,1,"NBS",4734.78852083905,0.913018304756647,2483.27280494569
"Age_3",1989,1,"NBS",15927.4742716401,0.512137897482813,6340.40199558124
"Age_3",1990,1,"NBS",754.476558329453,0.98297635085196,437.86092289244
"Age_3",1991,1,"NBS",953.423887199439,0.74348126738906,462.806594611824
"Age_3",1992,1,"NBS",4320.71507506944,0.637521425469991,1850.16659440009
"Age_3",1993,1,"NBS",5628.08110722021,0.614153700190593,2186.74672356687
"Age_3",1994,1,"NBS",532.446962798206,1.00276888683295,276.436114262914
"Age_3",1995,1,"NBS",1110.86172570713,1.01209765575741,626.502932340775
"Age_3",1996,1,"NBS",5818.45127432274,0.518903607980774,2183.30809715299
"Age_3",1997,1,"NBS",9163.71399445818,0.488899891553703,3395.47164533554
"Age_3",1998,1,"NBS",7104.72328187012,0.549713863000984,2599.61099543303
"Age_3",1999,1,"NBS",295.507165160085,0.93881363958117,133.219577079458
"Age_3",2000,1,"NBS",355.082205513593,0.974666676927335,158.311785928805
"Age_3",2001,1,"NBS",869.262671551142,0.762292476481674,311.335960800038
"Age_3",2002,1,"NBS",2363.28375564887,0.802066994602146,985.003896510415
"Age_3",2003,1,"NBS",9156.04425623861,0.517880198844265,2906.66268736316
"Age_3",2004,1,"NBS",1343.78067358619,0.563196730734606,462.357319850553
"Age_3",2005,1,"NBS",1389.97412477235,0.607365907771335,537.278711906484
"Age_3",2006,1,"NBS",2426.19833030964,0.640297458542334,1173.77382367119
"Age_3",2007,1,"NBS",972.617399408147,1.12449497231122,632.923220732365
"Age_3",2008,1,"NBS",1328.76744851018,0.713568474643405,629.67103519713
"Age_3",2009,1,"NBS",1046.66367786311,1.06859713729495,612.779473232424
"Age_3",2010,1,"NBS",2151.81943061112,0.596901301011131,907.693403416044
"Age_3",2011,1,"NBS",1442.91012177332,0.884732509085808,737.421659408377
"Age_3",2012,1,"NBS",4056.7205540971,0.607131117623415,1634.04597383011
"Age_3",2013,1,"NBS",3680.97935809733,0.592436500673698,1545.93821605934
"Age_3",2014,1,"NBS",4561.07059951548,0.547406785833109,1797.69862667924
"Age_3",2015,1,"NBS",12149.7082917268,0.764640369304435,5421.21744002142
"Age_3",2016,1,"NBS",13840.1700410488,0.411947197820494,3879.11947347772
"Age_3",2017,1,"NBS",7093.17374299264,0.230151179074969,1346.59358592141
"Age_3",2018,1,"NBS",32165.3080167049,0.215065745416746,5636.32035091597
"Age_3",2019,1,"NBS",102512.767590992,0.20492272453673,17651.852653754
"Age_4",1982,1,"Both",4563341.67661186,0.136671329042062,537492.25285475
"Age_4",1983,1,"Both",4419347.83330748,0.147413198451267,535611.475893698
"Age_4",1984,1,"Both",1802441.02395552,0.161564080878725,235815.290146996
"Age_4",1985,1,"Both",993012.756954708,0.151716656047046,123802.469635015
"Age_4",1986,1,"Both",2169479.23361553,0.161571204278512,297807.578628269
"Age_4",1987,1,"Both",873594.098590763,0.162357762448664,120101.428592544
"Age_4",1988,1,"Both",3871207.95131676,0.158277129401699,529913.920125081
"Age_4",1989,1,"Both",2202754.60717916,0.144850936659841,273252.013907206
"Age_4",1990,1,"Both",926753.52838069,0.171868367371408,135635.353825312
"Age_4",1991,1,"Both",116181.799086765,0.180318654334508,17398.8441289021
"Age_4",1992,1,"Both",391718.685359821,0.152620050836794,50293.7463645247
"Age_4",1993,1,"Both",4466325.84749203,0.138899245844111,536564.026859152
"Age_4",1994,1,"Both",1679005.87446529,0.140615061716887,202714.70004572
"Age_4",1995,1,"Both",1720938.22801488,0.195464711532941,290843.362220289
"Age_4",1996,1,"Both",394115.398476471,0.149305698372756,49752.5339138375
"Age_4",1997,1,"Both",244174.265694166,0.199239322526005,40853.8647574047
"Age_4",1998,1,"Both",269153.754285062,0.145640199293794,32952.574806795
"Age_4",1999,1,"Both",970170.960722561,0.16358087361203,137635.910329208
