91663.933 226651 154706 219288 215675 185347 311746 330881 322195 198148 174354 162047 176337 130687 98083.377 119740 71303.889 122031 167231 126133 176906 391540 139186 209886 268475 175091 91123.858 74185.482 144940 78451.943 113601 155081 274434 223523 144657 161570
277593 553400 402055 524389 472726 468041 737459 721200 810797 392367 333141 403824 409307 405671 232923 311805 158837 326064 395669 241060 361325 943722 285189 441187 175091 986708 214780 141378 284616 188590 259897 328711 594839 465645 317693 337510
137969 295051 190303 267757 234017 282919 392577 366962 461704 239767 188219 246020 244977 295627 127071 156727 90879.848 168449 240310 140257 203509 566363 155447 235573 91123.858 214780 370904 80669.457 154665 97222.729 147013 194230 313205 272643 193618 191625
90770.888 211647 147283 198017 175416 193848 271618 241588 321669 174284 140927 122304 146970 208618 78799.125 121776 64865.004 132471 148193 106321 147750 274736 102468 154230 74185.482 141378 80669.457 239529 115408 59950.214 85265.65 130741 251477 207800 115348 126370
162563 406648 295799 389832 317824 417356 504149 477869 565211 325833 293643 262703 282494 359051 174963 240106 133108 265271 284268 180220 271871 547827 233764 307269 144940 284616 154665 115408 832998 131462 210377 247033 452665 376693 238613 246156
125152 264260 181799 232791 213374 235978 335812 317825 362696 195380 151537 162360 182779 191448 98317.141 123650 63812.45 126641 187822 118800 188916 528093 124472 163160 78451.943 188590 97222.729 59950.214 131462 280290 118378 147992 263481 216029 164156 153698
155278 357450 222238 308422 286512 294232 465610 435424 501004 273600 229403 243935 264137 235820 129641 192824 100875 198295 244637 149387 231534 558257 181265 243855 113601 259897 147013 85265.65 210377 118378 524567 225535 406949 286307 226561 197891
199069 490267 316089 418675 376898 420856 682414 591675 747469 360650 332761 326189 338092 376207 182066 259068 148628 287810 362282 224163 346554 661453 266599 345651 155081 328711 194230 130741 247033 147992 225535 632597 504763 401244 306550 273966
380007 855040 560606 789610 665804 787227 1047730 1075350 1235700 669641 554886 611548 658800 657085 333578 399871 268245 484675 639117 415575 574495 1250170 425596 672848 274434 594839 313205 251477 452665 263481 406949 504763 1590070 776360 489170 494193
320279 658704 479796 606166 541968 601662 898818 779096 894230 460692 451105 492471 514241 572556 273697 337449 210301 342835 497625 346496 431429 1110590 348046 524115 223523 465645 272643 207800 376693 216029 286307 401244 776360 1012470 408996 395084
255737 456067 306024 404920 385187 420032 622600 601752 713944 337304 277769 343277 331040 416276 199235 270835 147330 274450 393502 221814 313071 803583 252732 363646 144657 317693 193618 115348 238613 164156 226561 306550 489170 408996 1024240 279989
197170 456216 291329 414968 365592 405202 569338 542159 563038 305469 315347 327515 295883 334007 201796 211878 139340 278554 293110 211614 306889 829700 243514 357849 161570 337510 191625 126370 246156 153698 197891 273966 494193 395084 279989 649616
