271264 573649 367747 436342 435757 439179 763247 655229 879587 343718 290105 393365 429516 516944 215527 276067 155178 306740 478514 255042 347028 352689 251663 374787 196793 971299 234443 160294 282920 170227 210642 322618 641610 537325 338145 275976 201397 405008 121785
160907 284123 247726 293838 273571 286748 429322 406300 471407 234549 152468 206385 256465 377237 129084 191217 103511 177709 226319 174506 206172 235790 132298 267669 124903 234443 413581 99456.529107 152712 116908 142676 184177 389756 299348 210889 172202 105482 221048 75747.023581
123520 241939 151639 226321 203402 202658 343635 303455 321959 193031 130855 174749 193973 219423 92455.84188 96983.152975 74972.90977 116973 179844 118727 166076 254020 126879 179927 89018.80073 160294 99456.529107 241949 110208 74805.484053 88897.370405 142484 255211 208126 141528 144751 93198.305692 180761 55366.125724
181264 403607 281134 368806 328858 370136 525366 434258 480157 266033 217858 240603 304574 334764 159115 202138 119321 242295 287172 192002 262052 412631 168022 268443 131488 282920 152712 110208 830085 133613 166149 230943 401059 368835 285873 207467 159568 243839 92063.980712
124723 270279 164174 238097 214025 227823 348344 323336 360756 198239 141924 167460 207744 282657 110226 143278 73645.767961 158282 202945 130547 173591 88501.145186 115362 182322 104591 170227 116908 74805.484053 133613 280083 101543 146511 286240 224057 166177 157356 98619.896504 185165 64430.875748
167520 314565 219840 294829 226948 259837 454430 362901 452534 245792 171476 219280 225714 433693 117159 164939 84103.542403 167162 231747 177583 249859 76845.117453 157672 216712 106444 210642 142676 88897.370405 166149 101543 465241 177309 355580 298545 185603 171477 122475 238825 79139.665359
223717 445737 300300 394995 332843 370737 625979 567923 644846 384668 224863 297396 344012 496254 174734 235670 143988 264540 339613 252564 319918 434161 209205 329133 163388 322618 184177 142484 230943 146511 177309 596164 524941 433180 277537 231726 154246 336461 113652
423632 887971 562505 797533 701769 800155 1243450 1033260 1261240 738336 446929 694607 684418 918290 351422 473603 266927 543833 658097 437322 610670 563232 424785 677050 314845 641610 389756 255211 401059 286240 355580 524941 1730470 823218 577202 481888 298023 647897 221541
315801 730384 482970 649569 564188 639857 993954 863436 1080860 563941 404549 501445 545510 724798 279365 378796 210941 422484 532374 373464 474076 596419 346610 531643 259169 537325 299348 208126 368835 224057 298545 433180 823218 1109100 435911 400666 245861 527351 176443
189394 491398 289806 442994 373280 396582 657420 586088 758469 306021 283315 303528 360823 483093 198502 300453 140988 290122 356635 243437 331177 399931 209862 371957 179894 338145 210889 141528 285873 166177 185603 277537 577202 435911 1020090 298473 205564 350847 128613
199742 441832 306310 391218 351100 377678 620665 532790 585992 352824 234578 316784 356166 468786 181886 225985 121825 244062 355105 217204 313980 231125 210431 305065 163967 275976 172202 144751 207467 157356 171477 231726 481888 400666 298473 624587 166759 344046 114767
119546 318792 171534 268735 231971 217781 469734 335023 433810 193613 193348 197271 269748 304586 110910 173934 100196 210258 214844 142849 203979 128856 146333 213779 96815.120041 201397 105482 93198.305692 159568 98619.896504 122475 154246 298023 245861 205564 166759 659951 207432 74863.2716
250809 588341 357915 483168 441944 453570 778086 668641 862572 437281 361367 344589 411513 627181 220314 288845 189332 281989 397693 259704 384889 538102 259272 384614 184492 405008 221048 180761 243839 185165 238825 336461 647897 527351 350847 344046 207432 1105050 149010
84455.119611 188605 148020 184250 146070 162445 286638 232034 265532 190044 118763 141462 145124 207376 80588.156357 106680 56774.651801 118922 138985 92796.48968 136314 147336 98842.142935 140488 66075.457395 121785 75747.023581 55366.125724 92063.980712 64430.875748 79139.665359 113652 221541 176443 128613 114767 74863.2716 149010 134345
