"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"Age_1",1994,1,1,1372549.56348375,0.106295311684284,145895.583652633
"Age_1",1995,1,1,1426018.27617414,0.109334631344899,155913.182516588
"Age_1",1996,1,1,1643343.93110883,0.121181988871287,199143.685971327
"Age_1",1997,1,1,2091644.39612723,0.128710687058166,269216.987306897
"Age_1",1998,1,1,717044.598060568,0.105181337196352,75419.7096534314
"Age_1",1999,1,1,956234.334250735,0.110520201160136,105683.21097762
"Age_1",2000,1,1,926811.978547882,0.113684959579207,105364.582318741
"Age_1",2001,1,1,1781621.44002854,0.114826068273082,204576.585109503
"Age_1",2002,1,1,845649.716118537,0.134376614347014,113635.545775523
"Age_1",2003,1,1,444874.065831845,0.126967416969347,56484.5110153209
"Age_1",2004,1,1,396372.604879167,0.119800174527952,47485.5072426233
"Age_1",2005,1,1,370285.956197926,0.10292970407017,38113.4238927926
"Age_1",2006,1,1,855157.139756143,0.129278145031854,110553.128738421
"Age_1",2007,1,1,2401693.39904052,0.116318112562919,279360.443131213
"Age_1",2008,1,1,487432.630692277,0.116935253515611,56998.0582417824
"Age_1",2009,1,1,751825.584294504,0.11251328139916,84590.3635288154
"Age_1",2010,1,1,416035.486603191,0.107563234892859,44750.122769264
"Age_1",2011,1,1,1178713.13545366,0.113220864512086,133454.920207815
"Age_1",2012,1,1,1214720.0479788,0.110063173870873,133695.943845126
"Age_1",2013,1,1,1265369.46259778,0.136676386730636,172946.126027152
"Age_1",2014,1,1,2009085.42846084,0.105451653892208,211861.381241931
"Age_1",2015,1,1,1142341.8727789,0.115872386228669,132365.878687818
"Age_1",2016,1,1,683633.989849769,0.111118879749038,75964.6431104715
"Age_1",2017,1,1,786529.200522969,0.0864000186810424,67956.1376183699
"Age_1",2018,1,1,1400730.00603099,0.0939867152696764,131650.012246526
"Age_2",1982,1,1,2411915.39581941,0.144526516020185,348585.729093226
"Age_2",1983,1,1,661567.870578166,0.142848790771449,94504.1703253331
"Age_2",1984,1,1,275276.786604955,0.153810710467474,42340.5181229113
"Age_2",1985,1,1,580424.893056847,0.204786671869259,118863.282119182
"Age_2",1986,1,1,563291.263732068,0.176308504883962,99313.0405227984
"Age_2",1987,1,1,649609.250372871,0.144596765239007,93931.3962732534
"Age_2",1988,1,1,634993.254019222,0.169686135260565,107749.551191052
"Age_2",1989,1,1,314072.073515993,0.182190876916949,57221.0664890034
"Age_2",1990,1,1,296473.784560013,0.26121070609903,77442.1266047726
"Age_2",1991,1,1,689939.012477659,0.169691170515022,117076.558611312
"Age_2",1992,1,1,339021.020574642,0.155450850301451,52701.1059183939
"Age_2",1993,1,1,344631.585400919,0.112423884795034,38744.8216538429
"Age_2",1994,1,1,542028.134290697,0.139762567063691,75755.243469211
"Age_2",1995,1,1,137994.770776114,0.153876548052294,21234.1589762959
"Age_2",1996,1,1,364096.754929082,0.123972634722123,45138.0340023335
"Age_2",1997,1,1,344967.791282025,0.132560263936491,45729.0214619336
"Age_2",1998,1,1,561710.959470094,0.138228007294843,77644.1866032255
"Age_2",1999,1,1,787122.79182415,0.163766241471968,128904.141193964
"Age_2",2000,1,1,325255.108824721,0.160349969981791,52154.6469364682
"Age_2",2001,1,1,882940.71996763,0.129897686151717,114691.956532926
"Age_2",2002,1,1,386133.285026751,0.127096612430742,49076.2324736541
"Age_2",2003,1,1,141143.213593162,0.146569877498326,20687.3435260698
"Age_2",2004,1,1,242026.196899898,0.132267338723464,32012.1609653104
"Age_2",2005,1,1,123278.54857263,0.155877705082983,19216.3772374626
"Age_2",2006,1,1,65717.0242736707,0.168222138002581,11055.0583264844
"Age_2",2007,1,1,56265.0066082443,0.168151754316798,9461.05956782252
"Age_2",2008,1,1,106409.616917725,0.20369730738014,21675.3524454927
"Age_2",2009,1,1,183781.021190177,0.206864757755461,38017.8164285573
"Age_2",2010,1,1,109857.240082673,0.160098955100902,17588.029347505
"Age_2",2011,1,1,111273.077291564,0.148519797663099,16526.2549246934
"Age_2",2012,1,1,196202.856651546,0.161050820995072,31598.6311453099
"Age_2",2013,1,1,109807.641088696,0.173724948863338,19076.3268329375
"Age_2",2014,1,1,430227.587463928,0.210681371170707,90640.9380423658
"Age_2",2015,1,1,757337.789290939,0.166711570369521,126256.972152874
"Age_2",2016,1,1,375932.77856779,0.171047454958723,64302.3450095816
"Age_2",2017,1,1,274706.155451303,0.128000991145857,35162.6601716345
"Age_2",2018,1,1,457836.532746347,0.136798968475351,62631.5654100313
"Age_3",1982,1,1,2705262.46987381,0.173352248225822,468963.331193566
"Age_3",1983,1,1,1757039.74821428,0.149871660782513,263330.465125763
"Age_3",1984,1,1,463984.769035502,0.172067280150957,79836.5972394088
"Age_3",1985,1,1,2011120.40040918,0.184665928823053,371385.416716551
"Age_3",1986,1,1,514270.800425757,0.19123620661432,98347.1970459317
"Age_3",1987,1,1,922035.783774653,0.144421968168032,133162.22261409
"Age_3",1988,1,1,1690464.38778335,0.159241188185409,269191.557695742
"Age_3",1989,1,1,537617.694893697,0.179132010352941,96304.5384876222
"Age_3",1990,1,1,113551.855356633,0.264532489499522,30038.1549847798
"Age_3",1991,1,1,239088.979520927,0.21637236531565,51732.2480198481
"Age_3",1992,1,1,1756544.0791675,0.147375466334032,258871.502803593
"Age_3",1993,1,1,857550.360033627,0.135933119760712,116569.495791292
"Age_3",1994,1,1,441176.423345959,0.145789288429054,64318.7968312824
"Age_3",1995,1,1,348699.852853087,0.172469384960008,60140.049157217
"Age_3",1996,1,1,156740.603323919,0.142194630243097,22287.6721337246
"Age_3",1997,1,1,155373.673421739,0.182624960502132,28375.1109717163
"Age_3",1998,1,1,312631.189719672,0.128595853895899,40203.0747964922
"Age_3",1999,1,1,791494.330745528,0.165199559145857,130754.514505606
"Age_3",2000,1,1,458762.941104818,0.183269841804814,84077.4116421913
"Age_3",2001,1,1,498326.094146827,0.119839429509951,59719.1148324781
"Age_3",2002,1,1,828089.46635152,0.138806056965516,114943.833638933
"Age_3",2003,1,1,946045.701329343,0.134660510363738,127394.99696843
"Age_3",2004,1,1,173377.664866685,0.12246454115056,21232.6161736541
"Age_3",2005,1,1,204233.280529964,0.176138773198405,35973.3994788337
"Age_3",2006,1,1,92187.5277793077,0.192830403639898,17776.5581922482
"Age_3",2007,1,1,153853.711055787,0.222369429995232,34212.3620301265
"Age_3",2008,1,1,95720.0029533025,0.170108512809305,16282.7873484886
"Age_3",2009,1,1,362378.420483679,0.212832152393129,77125.7792123638
"Age_3",2010,1,1,228864.897701782,0.163266198344083,37365.9017821773
"Age_3",2011,1,1,231258.66656929,0.183160471201188,42357.4463381894
"Age_3",2012,1,1,397252.465718103,0.161115002811986,64003.3321312407
"Age_3",2013,1,1,228906.269172282,0.159965924115323,36617.2028839348
"Age_3",2014,1,1,241936.353406682,0.152527533226237,36901.9551828722
"Age_3",2015,1,1,2153913.81073553,0.117935365278923,254022.612048412
"Age_3",2016,1,1,614754.945201291,0.106333002396347,65368.739061255
"Age_3",2017,1,1,445462.133611165,0.101965044946784,45421.5664757526
"Age_3",2018,1,1,194832.760332945,0.134330086833549,26171.9016135446
"Age_4",1982,1,1,3914119.24499824,0.141525051182099,553945.926481215
"Age_4",1983,1,1,3506672.37803722,0.145983925046417,511917.797597727
"Age_4",1984,1,1,1379074.0919493,0.154704698197209,213349.241186606
"Age_4",1985,1,1,803420.776192572,0.157744824781357,126735.469566199
"Age_4",1986,1,1,1765231.95872925,0.159523056168828,281595.196903377
"Age_4",1987,1,1,696658.634052504,0.164162019563655,114364.888312516
"Age_4",1988,1,1,3303557.21294703,0.16407592430933,542034.203223038
"Age_4",1989,1,1,1859892.87124773,0.150456912422534,279833.738844615
"Age_4",1990,1,1,748766.582402037,0.174679285011474,130794.011254473
"Age_4",1991,1,1,91273.5727276515,0.182239844115501,16633.681665752
"Age_4",1992,1,1,321294.594304971,0.152075499866353,48861.0360332856
"Age_4",1993,1,1,3776695.45768153,0.142866267762178,539562.38451333
"Age_4",1994,1,1,1363750.72845035,0.135248686308007,184445.494474498
"Age_4",1995,1,1,1603401.58421739,0.21701775861988,347966.617974424
"Age_4",1996,1,1,317108.202777932,0.147280728795465,46703.9272121538
"Age_4",1997,1,1,194843.005470992,0.195685608149519,38127.9720192711
"Age_4",1998,1,1,215683.651698251,0.14420801221275,31103.3106781918
"Age_4",1999,1,1,881541.554763977,0.167923733999829,148031.749551982
"Age_4",2000,1,1,1564087.82116763,0.178651655645806,279426.878827037
"Age_4",2001,1,1,516147.887085275,0.155540814102871,80282.0625547204
"Age_4",2002,1,1,1185649.29595625,0.145825474576882,172897.871264567
"Age_4",2003,1,1,1619919.30893897,0.127207525040263,206065.926055061
"Age_4",2004,1,1,1380308.1867501,0.130435811360614,180041.618266447
"Age_4",2005,1,1,975815.050159873,0.198673481892854,193868.573698712
"Age_4",2006,1,1,329129.681471227,0.179895052008764,59208.8011658944
"Age_4",2007,1,1,426287.78854959,0.227304103507127,96896.9636123003
"Age_4",2008,1,1,173650.885618729,0.198129617416715,34405.3835317124
"Age_4",2009,1,1,406579.473476018,0.206560572219596,83983.2886939485
"Age_4",2010,1,1,2662289.40333794,0.167221064458893,445190.867923802
"Age_4",2011,1,1,330214.601554081,0.156551605664649,51695.6260872038
"Age_4",2012,1,1,3310492.00011117,0.14764932436316,488791.907126061
"Age_4",2013,1,1,977865.943207612,0.142533688466251,139378.839710911
"Age_4",2014,1,1,370262.230870001,0.15671539587745,58025.7920892601
"Age_4",2015,1,1,570832.435814904,0.116642566447075,66583.3603246855
"Age_4",2016,1,1,3350428.30143999,0.109441882043942,366677.178962879
"Age_4",2017,1,1,2318064.19488262,0.105204027327962,243869.688906401
"Age_4",2018,1,1,384864.342115892,0.173341359054662,66712.9081140472
"Age_5",1982,1,1,1341447.47132618,0.127731281025852,171344.803941384
"Age_5",1983,1,1,7615579.75750237,0.111663497599228,850382.271968599
"Age_5",1984,1,1,1774249.49541684,0.124204877366094,220370.440995102
"Age_5",1985,1,1,3045547.18096375,0.139700912468141,425465.720145411
"Age_5",1986,1,1,1038312.41353129,0.137152510183287,142407.153870284
"Age_5",1987,1,1,4289244.7421673,0.164849132687694,707078.275631533
"Age_5",1988,1,1,1447643.47162758,0.147397730723383,213379.362614425
"Age_5",1989,1,1,4279470.81408059,0.134879821741037,577214.260549159
"Age_5",1990,1,1,1522570.97666727,0.152935501801099,232855.156344398
"Age_5",1991,1,1,524314.278336692,0.150687287134195,79007.4962082792
"Age_5",1992,1,1,391699.039155305,0.139438104829908,54617.7716835118
"Age_5",1993,1,1,847841.305939913,0.142710787722704,120996.100634531
"Age_5",1994,1,1,3839090.57743915,0.125634997857924,482324.136472945
"Age_5",1995,1,1,2155861.87671989,0.171384923783645,369482.223429704
"Age_5",1996,1,1,838831.786201926,0.133573343179587,112045.566048296
"Age_5",1997,1,1,2576394.75975006,0.156345611890273,402808.015184016
"Age_5",1998,1,1,437973.300004345,0.142983066206025,62622.7653509926
"Age_5",1999,1,1,507117.901939974,0.157291552144311,79765.361916305
"Age_5",2000,1,1,1618509.01482355,0.15744845666654,254831.746484851
"Age_5",2001,1,1,1328130.35610748,0.145292744643402,192967.704683075
"Age_5",2002,1,1,1247105.17647876,0.122907064114694,153278.035883242
"Age_5",2003,1,1,1944915.3051464,0.119201514922464,231836.850769338
"Age_5",2004,1,1,1375020.82840355,0.124396970596635,171048.425560678
"Age_5",2005,1,1,2860334.57702881,0.144599896954023,413604.085092394
"Age_5",2006,1,1,891756.222066145,0.140283390603077,125098.586422829
"Age_5",2007,1,1,1284983.02436558,0.181396761256826,233091.758889917
"Age_5",2008,1,1,507139.536541499,0.174926656045247,88712.2232755407
"Age_5",2009,1,1,254499.008434174,0.179602308513008,45708.6094290493
"Age_5",2010,1,1,1237983.78165982,0.15246931723378,188754.541936165
"Age_5",2011,1,1,1717392.21990764,0.137904383691039,236835.915642148
"Age_5",2012,1,1,749482.482444779,0.114386103323648,85730.3806761923
"Age_5",2013,1,1,4878152.21179377,0.129356599050121,631021.179766469
"Age_5",2014,1,1,1804672.08063007,0.123751601489158,223331.060140743
"Age_5",2015,1,1,1229008.06111669,0.104467584142986,128391.503037116
"Age_5",2016,1,1,1433485.14867521,0.102277464553396,146613.226481448
"Age_5",2017,1,1,3066813.6741675,0.0910573323740726,279255.872058021
"Age_5",2018,1,1,2629605.2063928,0.13782403555074,362422.801450291
"Age_6",1982,1,1,174214.337653747,0.109936230319637,19152.4675492853
"Age_6",1983,1,1,2336528.0562801,0.105491531951152,246483.924103835
"Age_6",1984,1,1,4330962.68217208,0.110135732065623,476993.745549918
"Age_6",1985,1,1,2178999.15786798,0.113507574337903,247332.908893928
"Age_6",1986,1,1,1760153.94180573,0.113272637068923,199377.278635594
"Age_6",1987,1,1,1225342.63579265,0.145040969957817,177724.884426034
"Age_6",1988,1,1,4697692.43447265,0.135097768568175,634647.76531685
"Age_6",1989,1,1,871081.619722811,0.121249481222513,105618.194493857
"Age_6",1990,1,1,5094719.63387566,0.140518731637825,715903.541002531
"Age_6",1991,1,1,521232.131341776,0.128482426586751,66969.1690497755
"Age_6",1992,1,1,657705.147933607,0.135455016732947,89089.4618186919
"Age_6",1993,1,1,685963.202011505,0.129617795306662,88913.0379062298
"Age_6",1994,1,1,681568.831925076,0.121804123748106,83017.8943466539
"Age_6",1995,1,1,3377799.20865828,0.138822712694644,468915.249083764
"Age_6",1996,1,1,1177526.915836,0.118890362836936,139996.602274
"Age_6",1997,1,1,1349346.93116845,0.117487230769364,158531.034290121
"Age_6",1998,1,1,2553353.47485562,0.137133724362339,350150.871620472
"Age_6",1999,1,1,902296.991265353,0.136963710745108,123581.944117849
"Age_6",2000,1,1,854787.063268265,0.131770619960137,112635.821260764
"Age_6",2001,1,1,1368281.56421301,0.125624315465397,171889.434868182
"Age_6",2002,1,1,1591433.54854145,0.107805058851765,171564.587359184
"Age_6",2003,1,1,1738944.66004952,0.108011736082893,187826.431684025
"Age_6",2004,1,1,1066554.14062171,0.11444049528834,122056.984104578
"Age_6",2005,1,1,1940600.94881588,0.125147487668485,242861.333311386
"Age_6",2006,1,1,1148916.68971049,0.120516482291804,138463.397890252
"Age_6",2007,1,1,1548320.42190075,0.14517925256136,224784.00157704
"Age_6",2008,1,1,1047300.79906023,0.148906326659102,155949.714895201
"Age_6",2009,1,1,367388.492347114,0.167023596451968,61362.5472868814
"Age_6",2010,1,1,379332.626150834,0.136048483542279,51607.6285459311
"Age_6",2011,1,1,866448.531618625,0.123754109960659,107226.566857183
"Age_6",2012,1,1,1115825.87129221,0.103202652563039,115156.18971582
"Age_6",2013,1,1,1123615.59554475,0.112241320239692,126116.097885851
"Age_6",2014,1,1,6616965.44706837,0.102964066000388,681309.667014232
"Age_6",2015,1,1,2348882.57738771,0.0971733893825181,228248.881306309
"Age_6",2016,1,1,1013187.51801446,0.113428395300216,114924.234306589
"Age_6",2017,1,1,1420548.2432707,0.083661515832605,118845.219345371
"Age_6",2018,1,1,1773251.73778489,0.105083330583771,186339.198569895
"Age_7",1982,1,1,112750.400888875,0.0987151458835105,11130.1722721696
"Age_7",1983,1,1,421141.047669621,0.103439280213683,43562.5268393822
"Age_7",1984,1,1,865391.022459468,0.0987023150395258,85416.0973311718
"Age_7",1985,1,1,1604826.91016686,0.0977503392651316,156872.374930623
"Age_7",1986,1,1,1547314.60190227,0.100110497827976,154902.435092933
"Age_7",1987,1,1,1193545.71643463,0.1085905866712,129607.829566534
"Age_7",1988,1,1,1388304.64523952,0.117832040662745,163586.769410141
"Age_7",1989,1,1,3395844.18024054,0.1028994751164,349430.583723833
"Age_7",1990,1,1,1019050.76258245,0.127589250077378,130019.922588675
"Age_7",1991,1,1,1784421.20615833,0.111319362135578,198640.630450744
"Age_7",1992,1,1,580417.857006817,0.118564475023434,68816.9385102399
"Age_7",1993,1,1,351545.139140352,0.103239436075962,36293.3219200955
"Age_7",1994,1,1,183175.880975578,0.105898602729628,19398.0698490824
"Age_7",1995,1,1,1412636.36785329,0.130939321289926,184969.647236176
"Age_7",1996,1,1,1091120.09990257,0.101277440933375,110505.8514691
"Age_7",1997,1,1,852913.528655789,0.103201740251219,88022.160441085
"Age_7",1998,1,1,709127.02753084,0.129421380350302,91776.1987467477
"Age_7",1999,1,1,2296720.05130877,0.11901033224453,273333.416378931
"Age_7",2000,1,1,724840.3039395,0.10162363280774,73660.9048917986
"Age_7",2001,1,1,581252.810327625,0.105493670087062,61318.4922098802
"Age_7",2002,1,1,821235.667528899,0.0970438228081751,79695.8486034278
"Age_7",2003,1,1,2258235.80223806,0.099526721139254,224754.804956027
"Age_7",2004,1,1,613288.812739364,0.102157023546079,62651.7596835623
"Age_7",2005,1,1,1009663.3091569,0.105161665997959,106177.875687951
"Age_7",2006,1,1,743047.725439054,0.103166359493657,76657.5287635897
"Age_7",2007,1,1,1125587.7201344,0.120612681428061,135760.153107909
"Age_7",2008,1,1,819593.588910953,0.126345775181763,103552.187324958
"Age_7",2009,1,1,503698.573796873,0.146766315328798,73925.9837125375
"Age_7",2010,1,1,322636.675635299,0.123215610966751,39753.875108685
"Age_7",2011,1,1,255592.129892295,0.104998611814693,26836.8188294516
"Age_7",2012,1,1,371275.414319429,0.0937877478725136,34821.0849494536
"Age_7",2013,1,1,678858.404659023,0.094419808851435,64097.680805095
"Age_7",2014,1,1,3414150.78590538,0.091313942941283,311759.5700571
"Age_7",2015,1,1,4649900.5866932,0.0922844117663518,429113.340414996
"Age_7",2016,1,1,1489070.3862077,0.123877233484104,184461.919906516
"Age_7",2017,1,1,1085079.19401266,0.0738158857629866,80096.0818290321
"Age_7",2018,1,1,688917.022256808,0.102328367958689,70495.7545464993
"Age_8",1982,1,1,54698.2315539054,0.0907804401448665,4965.52953560936
"Age_8",1983,1,1,202327.932390689,0.112406244908548,22742.9231201479
"Age_8",1984,1,1,195855.247802166,0.0932726956559253,18267.9469208673
"Age_8",1985,1,1,325142.064471307,0.0874751537482193,28441.852079641
"Age_8",1986,1,1,1439972.89115658,0.090822823729782,130782.404069178
"Age_8",1987,1,1,484965.298011389,0.0960901930892262,46600.4091274885
"Age_8",1988,1,1,1057388.32159413,0.0966895336050946,102238.38365441
"Age_8",1989,1,1,515474.05082966,0.0941691228032246,48541.7391944539
"Age_8",1990,1,1,2541416.3947606,0.116102910700104,295065.840732669
"Age_8",1991,1,1,668547.652808748,0.103327484186657,69079.3470236223
"Age_8",1992,1,1,820652.136176873,0.107384363495538,88125.2072946075
"Age_8",1993,1,1,474033.694136359,0.0889489309218987,42164.7903143875
"Age_8",1994,1,1,160932.170152007,0.0923578240257729,14863.3450509848
"Age_8",1995,1,1,371119.821816812,0.126257942728452,46856.8252083402
"Age_8",1996,1,1,366011.458294674,0.0935193937275886,34229.1696770684
"Age_8",1997,1,1,1022104.3495565,0.0909663033274855,92977.0542940992
"Age_8",1998,1,1,457085.938226414,0.119837232687351,54775.913937355
"Age_8",1999,1,1,641360.535576779,0.10005033234465,64168.3347371993
"Age_8",2000,1,1,2369578.29292233,0.0904974011825139,214440.677407968
"Age_8",2001,1,1,292086.091594734,0.0930521696273136,27179.2445408523
"Age_8",2002,1,1,389027.34485697,0.0855561110321135,33283.6667111112
"Age_8",2003,1,1,1228389.113441,0.100546922128342,123510.744532456
"Age_8",2004,1,1,665713.844813114,0.0935219247601984,62258.8401064344
"Age_8",2005,1,1,453645.672059976,0.091136033042686,41343.4669585295
"Age_8",2006,1,1,357330.107183149,0.0928285782136631,33170.4458027475
"Age_8",2007,1,1,810122.442882898,0.10793907944377,87443.8707215186
"Age_8",2008,1,1,556969.36883473,0.10816712463095,60245.7751343678
"Age_8",2009,1,1,386844.525506581,0.130626457210503,50532.1298582029
"Age_8",2010,1,1,330346.517542685,0.113164609631549,37383.5347008597
"Age_8",2011,1,1,145328.119923122,0.0899587593751363,13073.5373706051
"Age_8",2012,1,1,145790.091418128,0.0867414386661427,12646.0422728769
"Age_8",2013,1,1,234902.098975909,0.086278384411034,20266.9735944022
"Age_8",2014,1,1,728512.030740846,0.0877101998792594,63897.9358307248
"Age_8",2015,1,1,1393131.27623406,0.0968599936125495,134938.686517474
"Age_8",2016,1,1,2277469.12132373,0.137850916171738,313951.20492732
"Age_8",2017,1,1,1023076.37538692,0.0687093740120238,70294.9373193252
"Age_8",2018,1,1,525234.657494702,0.101609516026738,53368.8393485063
"Age_9",1982,1,1,34433.9402082932,0.0917475901417131,3159.23103319473
"Age_9",1983,1,1,94716.004341504,0.116528740834679,11037.1367228075
"Age_9",1984,1,1,90579.987125541,0.0904756817693945,8195.28608984629
"Age_9",1985,1,1,87083.6256028071,0.0910828413022965,7931.82405080908
"Age_9",1986,1,1,465415.201386983,0.0905841445808234,42159.2378925515
"Age_9",1987,1,1,1568119.66388962,0.0903199395320595,141632.473221544
"Age_9",1988,1,1,598651.739623821,0.0838499343432686,50196.9090619409
"Age_9",1989,1,1,652625.03647364,0.0803699398859844,52451.4349494749
"Age_9",1990,1,1,264916.312870413,0.101835923529734,26977.9973792505
"Age_9",1991,1,1,1472439.24220023,0.0934195106200744,137554.553424138
"Age_9",1992,1,1,371772.310533231,0.0941168845474013,34990.0516283767
"Age_9",1993,1,1,622589.62698218,0.0814574676814101,50714.5744186821
"Age_9",1994,1,1,181113.108216042,0.0851919774436957,15429.3838298986
"Age_9",1995,1,1,224211.043614006,0.113594685438093,25469.1829710797
"Age_9",1996,1,1,90571.0912516137,0.0868353684612933,7864.77408077529
"Age_9",1997,1,1,167655.19523348,0.0834048860585305,13983.2624555691
"Age_9",1998,1,1,374904.800510669,0.135772838373005,50901.8888849986
"Age_9",1999,1,1,323436.832279662,0.0865958785510678,28008.2966470317
"Age_9",2000,1,1,931525.829973566,0.0834412987034612,77727.7250288138
"Age_9",2001,1,1,847370.334974661,0.0827746083934477,70140.7476417522
"Age_9",2002,1,1,528420.131189125,0.0801637075241967,42360.1168465426
"Age_9",2003,1,1,535674.890489598,0.102894617625999,55118.0630287764
"Age_9",2004,1,1,326235.994989904,0.0888869540964874,28998.1239112895
"Age_9",2005,1,1,344124.471034286,0.0812916053405302,27974.4306873378
"Age_9",2006,1,1,207153.071666867,0.0823253418180729,17053.9474336386
"Age_9",2007,1,1,335525.787633925,0.100164658765304,33607.8260253118
"Age_9",2008,1,1,351925.60635207,0.0985171713526122,34670.7152643588
"Age_9",2009,1,1,277789.748864712,0.118298416313336,32862.0873587749
"Age_9",2010,1,1,336952.792432759,0.10304060140622,34719.8183777766
"Age_9",2011,1,1,225424.745004952,0.0818939653501817,18460.9262565091
"Age_9",2012,1,1,103041.866639381,0.0843613976653023,8692.75588773989
"Age_9",2013,1,1,79636.8222785979,0.0795698407785056,6336.68926881418
"Age_9",2014,1,1,400540.160174234,0.089142192073113,35705.0278912471
"Age_9",2015,1,1,350782.417308759,0.119243404080327,41828.4895314223
"Age_9",2016,1,1,461772.959720441,0.143400079359525,66218.2790699937
"Age_9",2017,1,1,1304755.82660286,0.0661374139010141,86293.1761437933
"Age_9",2018,1,1,589384.239143879,0.112474831529155,66290.8930036468
"Age_11",1982,1,1,13077.4079894914,0.0982882048526392,1285.35495541267
"Age_11",1983,1,1,62233.7373042141,0.118480932898936,7373.51125359061
"Age_11",1984,1,1,21213.4088214926,0.0944087106776442,2002.73057591488
"Age_11",1985,1,1,24826.991990847,0.0855911943101031,2124.97189562396
"Age_11",1986,1,1,34275.5175729971,0.100740944015377,3452.94799691936
"Age_11",1987,1,1,77917.5218290237,0.113473800061599,8841.59729332194
"Age_11",1988,1,1,133295.298926166,0.0689561318349238,9191.52820572829
"Age_11",1989,1,1,804740.010144236,0.0799552801471721,64343.2129567206
"Age_11",1990,1,1,76061.244708391,0.0861323242859096,6551.33179481306
"Age_11",1991,1,1,540147.305910367,0.0753564806952527,40703.6000304273
"Age_11",1992,1,1,250760.526744529,0.0827756791525568,20756.8729059313
"Age_11",1993,1,1,327334.137630596,0.0734081413675457,24028.9906496104
"Age_11",1994,1,1,203512.552958333,0.0758334623191137,15433.0615162324
"Age_11",1995,1,1,271989.602271076,0.0894659729354111,24333.8143954973
"Age_11",1996,1,1,69054.427042366,0.0869995057643102,6007.70102352345
"Age_11",1997,1,1,61779.3427808019,0.0786480674596133,4858.82591863508
"Age_11",1998,1,1,41911.7192091039,0.131793125251782,5523.67645924294
