year,subarea,tot_num_hauls,tot_cpue_no_ha_dist,tot_cpue_no_ha_var_dist,tot_cpue_kg_ha_dist,tot_cpue_kg_ha_var_dist,tot_area,tot_area_ha,biomass_MT_ha,biomass_th_t,biomass_MT_ha_var,population_num_ha,population_num_ha_var,num_hauls_subarea,edf_biomass,edf_pop,df_bm,df_num,t_stat_bm,t_stat_num,low95_bm,high95_bm,low95_num,high95_num
1983,6,65,657.3444343913818,608055.2852328761,198.43862341855683,61062.60382970237,94562.32836934,9456232.836934,1876481.8268865373,1876.4818268865372,5460238763148.716,6216002025.667592,5437251001980703e4,65,19.429019695841912,26.79573643193901,19,26,2.093024054408309,2.0555294386428726,1876479.733862483,1876483.9199105916,6216002023.612062,6216002027.723122
1984,1,58,135.32950631553675,231189.40081757816,122.56551118646479,162402.0460372892,77871.19482419,7787119.482418999,954432.2800327638,954.4322800327639,9847934995080.88,1053827035.1758612,14019147211239234e3,58,57,57,57,57,2.002465459291007,2.002465459291007,954430.2775673046,954434.2824982231,1053827033.1733958,1053827037.1783267
1984,2,31,16.119785427849667,640.6724387145633,6.634310405275211,39.24538270932957,41027.07031248,4102707.031248,27218.631947204376,27.218631947204376,660586326.4488456,66134757.017047875,10783929816204014,31,30,30,30,30,2.0422724563012378,2.0422724563012378,27216.589674748077,27220.674219660676,66134754.97477542,66134759.05932033
1984,3,77,247.12742379202462,219300.34598213478,162.12368733230016,78231.32709442734,103300.22729512,10330022.729512,1674741.3751349575,1674.7413751349575,8348015596610.24,2552831904.857359,2340140167111253e4,77,73.8432104426155,74.91499873692166,73,74,1.992997125889855,1.9925434951809322,1674739.3821378315,1674743.3681320834,2552831902.864815,2552831906.8499026
1984,4,97,99.05773586786846,24316.332812657012,70.50449343702142,15633.850388610434,107822.24743647,10782224.743647,760195.2936749499,760.1952936749499,1817534701908.453,1068062770.7241803,2.8269285947853757e+018,97,25.433917454023966,30.479770778679917,25,30,2.0595385527532977,2.0422724563012378,760193.2341363971,760197.3532135027,1068062768.6819079,1068062772.7664528
1984,5,25,304.2133268164153,277025.3745497663,206.90393232647628,121704.48261793278,38792.43627929,3879243.6279289997,802630.7610709362,802.6307610709363,1831473694707.019,1180117609.5836613,4168824971279223e3,25,24,24,24,24,2.0638985616280254,2.0638985616280254,802628.6971723746,802632.8249694979,1180117607.5197628,1180117611.64756
1984,6,67,507.8194152121365,427710.1221045446,252.21715996145747,95997.67051353761,94562.32836934,9456232.836934,2385024.1900657695,2385.0241900657693,8584144285295.4,4802058629.361627,3824598431176479e4,67,6.536554571277048,7.792256084645786,6,7,2.446911851144969,2.3646242515927836,2385021.7431539185,2385026.6369776204,4802058626.997003,4802058631.726251
1985,1,58,427.61242597981044,4887649.748392611,41.82884837267059,8487.129589115006,77871.19482419,7787119.482418999,325726.24008997343,325.72624008997343,514653001780.7847,3329869053.2718344,29638331643827906e4,58,57,57,57,57,2.002465459291007,2.002465459291007,325724.23762451415,325728.2425554327,3329869051.269369,3329869055.2742996
1985,2,31,91.13576580807234,22944.862494190093,10.276635957179346,127.6809336380754,41027.07031248,4102707.031248,42162.02659909572,42.16202659909572,2149151647.576733,373903347.1789494,386212628837678140,31,30,30,30,30,2.0422724563012378,2.0422724563012378,42159.98432663942,42164.06887155202,373903345.13667697,373903349.22122186
1985,3,76,188.4415262944442,102675.7320250584,128.8543940874778,36015.974182191734,103300.22729512,10330022.729512,1331068.8197211423,1331.0688197211423,3843241900231.8755,1946605249.8055418,10956462636815192e3,76,20.50741872169763,38.8410272433633,20,38,2.085963447265865,2.0243941639119694,1331066.733757695,1331070.9056845896,1946605247.7811475,1946605251.829936
1985,4,96,171.56049597922484,55093.79538228934,61.90026073020617,11943.851062308766,107822.24743647,10782224.743647,667422.5228834298,667.4225228834298,1388548773371.1006,1849803824.7795496,6405004683945599e3,96,36.26494331197066,25.32486637508354,36,25,2.0280940009804507,2.0595385527532977,667420.4947894288,667424.5509774308,1849803822.720011,1849803826.8390882
1985,5,25,409.08986125219405,118243.25065780008,281.42009644472324,55334.32886362346,38792.43627929,3879243.6279289997,1091697.1159043573,1091.6971159043574,832700370175.692,1586959237.5129325,1779387237824713500,25,24,24,24,24,2.0638985616280254,2.0638985616280254,1091695.0520057958,1091699.1798029188,1586959235.449034,1586959239.576831
1985,6,67,600.9438842642625,587765.5333021062,287.78314416815306,201813.8038609002,94562.32836934,9456232.836934,2721344.4177990006,2721.3444177990004,18046258850228.766,5682665291.534385,5255819351447039e4,67,33.02716521729667,30.854891436505042,33,30,2.0345152974493383,2.0422724563012378,2721342.383283703,2721346.452314298,5682665289.492112,5682665293.576657
1985,8,2,1037.7520872890289,11612.571730346172,497.91949793175064,17375.295537928258,17954,1795400,893964.6665866651,893.9646665866651,56008590310.03305,1863180097.5187223,37432673940484880,2,1,1,1,1,12.706204736174694,12.706204736174694,893951.960381929,893977.3727914012,1863180084.8125176,1863180110.224927
1985,9,2,3658.238369389557,4205888.6192490235,900.1213437737704,104385.28312141633,11567.95970497,1156795.970497,1041256.7434358426,1041.2567434358425,139685976384.969,4231835404.8273554,5628223067258158e3,2,1,1,1,1,12.706204736174694,12.706204736174694,1041244.0372311064,1041269.4496405787,4231835392.1211505,4231835417.5335603
1986,1,58,142.20906659916716,95599.26270287563,88.28607700386668,97167.01172841559,77871.19482419,7787119.482418999,687494.2302631543,687.4942302631542,5892132756430.823,1107398993.0909956,5797065662949907e3,58,57,57,57,57,2.002465459291007,2.002465459291007,687492.227797695,687496.2327286135,1107398991.08853,1107398995.093461
1986,2,31,59.1579153136056,11993.6164291484,9.504973718928477,78.78735891959309,41027.07031248,4102707.031248,38996.12250847531,38.99612250847531,1326164975.5024085,242707595.11110342,201879010237915700,31,29.999999999999996,30,30,30,2.0422724563012378,2.0422724563012378,38994.08023601901,38998.16478093161,242707593.06883097,242707597.15337586
1986,3,76,244.65638294288624,69590.28805148121,163.3861263131029,32309.228260987544,103300.22729512,10330022.729512,1687782.3985012714,1687.7823985012715,3447697379741.59,2527305996.7202067,7425935767715574e3,76,7.424908733764042,7.5321993851355105,7,7,2.3646242515927836,2.3646242515927836,1687780.0338770198,1687784.763125523,2527305994.3555827,2527305999.0848308
1986,4,97,153.6345318618504,96126.05700150756,60.460388065747196,8513.770497249752,107822.24743647,10782224.743647,651897.4922129993,651.8974922129993,989780056620.535,1656522050.9194667,11175266490022922e3,97,68.01521068190203,60.07217054315282,68,60,1.9954689314298435,2.0002978220142595,651895.4967440679,651899.4876819307,1656522048.919169,1656522052.9197645
1986,5,26,256.0511263926602,257331.41457846478,173.08720717860476,106907.3031557024,38792.43627929,3879243.6279289997,671447.4455236292,671.4474455236292,1608797879009.9832,993284700.4827701,387245980167998e4,26,25,25,25,25,2.0595385527532977,2.0595385527532977,671445.3859850764,671449.505062182,993284698.4232315,993284702.5423087
1986,6,66,686.7251544497725,761124.3009913161,344.93708183781075,260942.79196139172,94562.32836934,9456232.836934,3261805.3599508964,3261.805359950896,23333593038474.055,6493832955.4565115,6805999337070051e4,66,37.03952444702461,10.643406701324942,37,10,2.026192463029109,2.228138851986274,3261803.3337584333,3261807.3861433594,6493832953.228373,6493832957.68465
1987,1,58,34.63343876683698,4523.118757732846,39.9492908142037,6327.219028083685,77871.19482419,7787119.482418999,311089.900808108,311.089900808108,383677688850.66833,269694725.76440173,274278437914239260,58,57,57.00000000000001,57,57,2.002465459291007,2.002465459291007,311087.8983426487,311091.90327356727,269694723.76193625,269694727.7668672
1987,2,30,11.891793728564249,311.9801141457412,9.193929367442587,61.47868757725445,41027.07031248,4102707.031248,37719.99866060418,37.719998660604176,1034821871.4631201,48788545.74433141,5251313232311383,30,29,29,29,29,2.0452296421327034,2.0452296421327034,37717.95343096204,37722.043890246314,48788543.69910177,48788547.789561056
1987,3,76,200.84336156325995,196799.38678390716,120.2477671669398,57097.820113699425,103300.22729512,10330022.729512,1242162.168007555,1242.162168007555,6092872389423.677,2074716490.020072,21000338499849073e3,76,68.54817564380508,66.34280876606226,68,66,1.9954689314298435,1.9965644189523117,1242160.1725386234,1242164.1634764865,2074716488.0235076,2074716492.0166364
1987,4,93,175.5503020278163,54770.800286249905,106.83278508905016,7550.1960558657165,107822.24743647,10782224.743647,1151895.0988198789,1151.895098819879,877758389433.3259,1892822810.2790248,6367454446415783e3,93,57.344796977508466,89.3280961479758,57,89,2.002465459291007,1.986978699506281,1151893.0963544196,1151897.1012853382,1892822808.292046,1892822812.2660036
1987,5,26,188.45991386744402,180609.2916322329,125.7651545989154,55267.229679190226,38792.43627929,3879243.6279289997,487873.6745933482,487.8736745933482,831690626010.298,731081919.9903303,2717904546560748500,26,25,24.999999999999996,25,25,2.0595385527532977,2.0595385527532977,487871.6150547954,487875.73413190094,731081917.9307917,731081922.049869
1987,6,60,856.1251835086456,2644202.016334427,479.79433137173396,772625.8071455067,94562.32836934,9456232.836934,4537046.911292183,4537.046911292183,69088461955382.086,8095719072.8206005,2364454419181228e5,60,57.274139066159776,56.04100996090788,57,56,2.002465459291007,2.0032407188478722,4537044.908826724,4537048.913757643,8095719070.81736,8095719074.823841
1987,8,6,192.03414415287878,27521.264789263994,131.5864261649808,16478.52732468592,17954,1795400,236250.2695366065,236.2502695366065,53117892805.12378,344778102.41207856,88713728122268060,6,5,5,5,5,2.5705818356363137,2.5705818356363137,236247.69895477087,236252.84011844214,344778099.8414967,344778104.9826604
1987,9,8,363.2038711112724,53739.68159221317,196.9970692068013,14560.026845312794,11567.95970497,1156795.970497,227885.4158581464,227.88541585814642,19483891840.5118,420152774.57043165,71913201452873450,8,7.000000000000001,7,7,7,2.3646242515927836,2.3646242515927836,227883.05123389483,227887.780482398,420152772.2058074,420152776.9350559
1988,1,58,22.565974653188295,3809.2070873746147,24.047271782328444,3086.7086944680595,77871.19482419,7787119.482418999,187258.97859519447,187.25897859519446,187175637952.81738,175723940.8616159,230987384054590340,58,57,57,57,57,2.002465459291007,2.002465459291007,187256.97612973518,187260.98106065375,175723938.85915044,175723942.86408135
1988,2,31,27.200808672166094,1528.0294818998404,11.460502996301884,161.3053579394638,41027.07031248,4102707.031248,47019.08622456651,47.019086224566514,2715124849.8951597,111596948.9949274,25720105461318156,31,30,30,30,30,2.0422724563012378,2.0422724563012378,47017.04395211021,47021.128497022815,111596946.95265494,111596951.03719987
1988,3,75,222.3072730594885,59513.23150888878,162.80197235657494,30199.812505059344,103300.22729512,10330022.729512,1681748.0748528033,1681.7480748528033,3222602954218.5645,2296439183.6403465,6350619416710232e3,75,7.437474485771206,7.327703239146505,7,7,2.3646242515927836,2.3646242515927836,1681745.7102285516,1681750.4394770549,2296439181.2757225,2296439186.0049706
1988,4,96,214.84574076652504,170763.91946372797,152.30642672668523,59408.962090112,107822.24743647,10782224.743647,1642202.1228689242,1642.202122868924,6906670303165.129,2316515062.1599956,19852393475975442e3,96,85.08195545950666,71.98266444346596,85,71,1.9882679074772216,1.9939433678456253,1642200.1346010168,1642204.1111368316,2316515060.1660523,2316515064.153939
1988,5,26,172.47990520348736,104936.11476888176,130.46307351292563,53835.82581082185,38792.43627929,3879243.6279289997,506098.04660504946,506.09804660504943,810150100344.9576,669091573.2064263,1579134389218014e3,26,25,25,25,25,2.0595385527532977,2.0595385527532977,506095.9870664967,506100.1061436022,669091571.1468877,669091575.2659649
1988,6,67,1477.6063041412688,5499667.193099578,722.4991916817968,1382862.288810903,94562.32836934,9456232.836934,6832120.581039679,6832.12058103968,123656015300627.77,13972589253.281351,49178210735868615e4,67,58.125552765272786,49.59204925249805,58,49,2.0017174841452356,2.0095752371292397,6832118.579322195,6832122.582757164,13972589251.271776,13972589255.290926
1988,8,12,23.06899809367084,523.8652674938779,0.2644476106888023,0.0591215726065918,17954,1795400,474.78924023067566,0.47478924023067565,190576.09301546862,41418079.17737662,1688659342839526,12,11,11,11,11,2.200985160091639,2.200985160091639,472.588255070584,476.9902253907673,41418076.97639146,41418081.378361784
1988,9,8,619.346889839839,652493.1557615289,204.57839486697318,25923.333918081054,11567.95970497,1156795.970497,236655.46283285873,236.65546283285872,34690007070.14228,716457986.5065751,873151279774218800,8,7,7,7,7,2.3646242515927836,2.3646242515927836,236653.09820860715,236657.8274571103,716457984.1419508,716457988.8711994
1989,1,58,18.038343202845542,2268.27573706094,15.229931664779855,745.2080957231617,77871.19482419,7787119.482418999,118597.29758271723,118.59729758271723,45188844990.31897,140466733.78543887,137546493745320860,58,57,57,57,57,2.002465459291007,2.002465459291007,118595.29511725795,118599.30004817652,140466731.7829734,140466735.78790432
1989,2,31,47.373308069519645,31810.381169813078,9.478099750668305,81.91589796097594,41027.07031248,4102707.031248,38885.866489936765,38.88586648993677,1378825185.9481993,194358804.11029586,535438856477476540,31,30,30,30,30,2.0422724563012378,2.0422724563012378,38883.82421748046,38887.90876239307,194358802.0680234,194358806.1525683
1989,3,75,180.72880063263054,216131.50104185598,130.1018389504336,73790.4754057864,103300.22729512,10330022.729512,1343954.9535092888,1343.9549535092888,7874135112462.756,1866932618.4125164,2306325622519984e4,75,9.587859945225988,9.764303611804882,9,9,2.262157162798205,2.262157162798205,1343952.691352126,1343957.2156664517,1866932616.1503592,1866932620.6746736
1989,4,97,332.684702292156,121671.68690362459,227.3038228493397,49962.596823126834,107822.24743647,10782224.743647,2450840.903051705,2450.840903051705,5808470163540.135,3587081228.8873205,14145108702599879e3,97,44.92350860394171,65.65707302954854,44,65,2.0153675744437636,1.9971379083920036,2450838.8876841306,2450842.9184192796,3587081226.8901825,3587081230.8844585
1989,5,26,308.6170328058404,799260.6397792106,215.9630310763117,333186.7295972794,38792.43627929,3879243.6279289997,837773.2121710147,837.7732121710147,5013970870724.226,1197200657.9824114,12027698614567188e3,26,25,25,25,25,2.0595385527532977,2.0595385527532977,837771.152632462,837775.2717095675,1197200655.9228728,1197200660.04195
1989,6,67,794.2603925480203,968959.7591380457,429.5071173034158,287476.9187361326,94562.32836934,9456232.836934,4061519.3063414237,4061.5193063414235,25706283662113.46,7510711205.088678,866447105913169e5,67,12.576955160975354,10.472573025365438,12,10,2.1788128296672284,2.228138851986274,4061517.127528594,4061521.4851542534,7510711202.860539,7510711207.316817
1989,8,12,500.19146115410155,1369762.5253313764,192.23720904210353,197366.13662718493,17954,1795400,345142.68511419266,345.14268511419266,636202075716.984,898043749.3560739,4415376298829207600,12,11,11,11,11,2.200985160091639,2.200985160091639,345140.4841290326,345144.88609935273,898043747.1550887,898043751.557059
1989,9,8,1525.2775556046104,8377958.694768609,683.6324605608413,1609391.8992243935,11567.95970497,1156795.970497,790823.2756777306,790.8232756777305,2153651090525.1907,1764434930.2129273,11211190939918916e3,8,6.999999999999999,7,7,7,2.3646242515927836,2.3646242515927836,790820.911053479,790825.6403019822,1764434927.848303,1764434932.5775516
1990,1,89,42.11935396328858,11653.3989204315,14.098230626518873,637.1193557085377,77871.19482419,7787119.482418999,109784.60637940133,109.78460637940132,38634427042.16205,327988441.83442646,706653135477151600,89,88,88,88,88,1.9872898648311692,1.9872898648311692,109782.6190895365,109786.59366926616,327988439.8471366,327988443.8217163
1990,2,46,12.054588470984672,498.44984703904635,4.1681807888563265,28.97536614681502,41027.07031248,4102707.031248,17100.824629953684,17.100824629953685,487719302.47694,49456444.87870989,8390009999730172,46,45,45,45,45,2.0141033888808466,2.0141033888808466,17098.810526564805,17102.838733342564,49456442.8646065,49456446.89281328
1990,3,76,186.1452805729317,615175.3170305789,151.57170116365825,459370.74674889975,103300.22729512,10330022.729512,1565739.1181713901,1565.7391181713901,49019162794689.125,1922884979.309773,6564497026903611e4,76,63.47072289296976,50.643676932618554,63,50,1.9983405425207414,2.0085591121007607,1565737.1198308477,1565741.1165119326,1922884977.3012137,1922884981.3183322
1990,4,94,146.8124879797136,29893.822065234606,104.40724772725409,18557.492327441705,107822.24743647,10782224.743647,1125742.409860881,1125.742409860881,2157426702132.017,1582965240.571246,3475347251360625e3,94,51.98008014245703,72.0279801405167,51,72,2.007583770315836,1.9934635666618716,1125740.4022771108,1125744.4174446512,1582965238.5777824,1582965242.5647094
1990,5,39,157.3184551920381,224453.95490647195,136.01330802192413,140251.5126723177,38792.43627929,3879243.6279289997,527628.7584575935,527.6287584575934,2110579253753.5464,610276614.8593477,3377702326500727e3,39,38,38,38,38,2.0243941639119694,2.0243941639119694,527626.7340634296,527630.7828517574,610276612.8349535,610276616.8837419
1990,6,67,1406.2844448425365,4985778.979585395,899.1434673673768,2267339.5357864625,94562.32836934,9456232.836934,8502509.981234085,8502.509981234085,202746270975408.56,13298153145.389494,44583004885851295e4,67,50.72329503670617,46.587064881107906,50,46,2.0085591121007607,2.0128955989194286,8502507.972674973,8502511.989793196,13298153143.376598,13298153147.40239
1990,8,12,237.2764228856647,74960.08847239267,36.627357482067985,7675.055349511517,17954,1795400,65760.75762330486,65.76075762330485,24740242820.0006,426006089.6489223,241630933740921500,12,11,11,11,11,2.200985160091639,2.200985160091639,65758.55663814477,65762.95860846495,426006087.4479372,426006091.84990746
1990,9,13,172.51094007742185,44802.199143021826,96.90931798471063,14247.114580489782,11567.95970497,1156795.970497,112104.30854832572,112.10430854832572,19065159870.567406,199559960.34821102,59953268740072490,13,12,12,12,12,2.1788128296672284,2.1788128296672284,112102.12973549606,112106.48736115538,199559958.1693982,199559962.52702385
1991,1,87,23.43200599891927,2670.661004017722,10.902382569091012,446.1560217112876,77871.19482419,7787119.482418999,84898.15570855392,84.89815570855393,27054557542.137196,182467830.4263431,161946826429915170,87,86,86,86,86,1.98793420623902,1.98793420623902,84896.16777434769,84900.14364276016,182467828.4384089,182467832.41427732
1991,2,45,35.98791354066725,5513.866453587283,11.57327081545631,337.87064298088967,41027.07031248,4102707.031248,47481.73954910987,47.481739549109875,5687107920.815284,147647865.92324063,92810530402570540,45,44,44,44,44,2.0153675744437636,2.0153675744437636,47479.72418153543,47483.75491668432,147647863.90787306,147647867.9386082
1991,3,75,274.5590911707203,353427.17133064027,257.8347318718686,560544.1773089537,103300.22729512,10330022.729512,2663438.6406940348,2663.438640694035,59815315789236.21,2836201652.387698,377139906494593e5,75,7.9211291749759685,7.038891789223019,7,7,2.3646242515927836,2.3646242515927836,2663436.276069783,2663441.0053182864,2836201650.023074,2836201654.752322
1991,4,95,91.66787480294012,14382.019028667466,63.47492199246457,9155.71080448024,107822.24743647,10782224.743647,684400.8745082146,684.4008745082147,1064409706767.065,988383627.8977964,1672001331620404200,95,83.72899240314904,80.15277787848177,83,80,1.9889597801751624,1.990063421254446,684398.8855484345,684402.8634679948,988383625.907733,988383629.8878598
1991,5,39,87.8687968943068,19329.175764622403,88.45672723541574,17380.494615098993,38792.43627929,3879243.6279289997,343145.1954754401,343.1451954754401,261550914180.21826,340864470.44602716,2.9087570311118643e+017,39,38,38,38,38,2.0243941639119694,2.0243941639119694,343143.1710812762,343147.21986960404,340864468.421633,340864472.4704213
1991,6,67,702.4013266897383,855876.921968284,346.0696367100516,319033.3432800446,94562.32836934,9456232.836934,3272515.06252341,3272.51506252341,28528069857173.03,6642070490.149509,7653280490378348e4,67,38.82203975534353,43.88061012998146,38,43,2.0243941639119694,2.016692199227824,3272513.0381292463,3272517.086917574,6642070488.132817,6642070492.166202
1991,8,12,26.17968908455471,780.6982220533026,0.29457235353502403,0.0747386794192102,17954,1795400,528.8752035367822,0.5288752035367822,240917.23025751545,47003013.78240953,2516550396469876.5,12,11,11,11,11,2.200985160091639,2.200985160091639,526.6742183766906,531.0761886968738,47003011.58142436,47003015.98339469
1991,9,12,125.44473690110237,37703.03370008473,41.43040072996857,6552.662661929764,11567.95970497,1156795.970497,47926.52062050361,47.92652062050361,8768621921.428667,145113966.16725156,50453329411827800,12,11,11,11,11,2.200985160091639,2.200985160091639,47924.31963534352,47928.7216056637,145113963.9662664,145113968.36823672
1992,1,57,20.228425482794922,1387.699693951439,27.330257533095498,3516.0052963144544,77871.19482419,7787119.482418999,212823.98089549658,212.8239808954966,213207853258.9084,157521166.1757333,84149040681356660,57,55.99999999999999,56,56,56,2.0032407188478722,2.0032407188478722,212821.97765477773,212825.98413621544,157521164.1724926,157521168.178974
1992,2,16,129.54884037048535,71425.30355895121,12.938133626296041,131.95470180296923,41027.07031248,4102707.031248,53081.37179983095,53.081371799830954,2221088589.3833957,531500938.27801496,1202245350566675e3,16,15,15,15,15,2.131449545559775,2.131449545559775,53079.24035028539,53083.50324937651,531500936.14656544,531500940.4094645
1992,3,76,188.11224312809458,177931.29239198493,119.06795841265873,25516.51745479768,103300.22729512,10330022.729512,1229974.7167593543,1229.9747167593544,2722851491790.71,1943203747.2127047,18986936041880273e3,76,10.052530523741966,10.931366388447017,10,10,2.228138851986274,2.228138851986274,1229972.4886205024,1229976.9448982063,1943203744.9845657,1943203749.4408436
1992,4,94,117.80493267149569,18089.51561281065,72.85437050610977,6090.936149107567,107822.24743647,10782224.743647,785532.196353803,785.532196353803,708110129170.5278,1270199259.9742699,2103021427846758100,94,38.24149337037156,37.55512375020799,38,37,2.0243941639119694,2.026192463029109,785530.1719596392,785534.2207479669,1270199257.9480774,1270199262.0004623
1992,5,26,88.38941240836803,15463.549943179918,69.97341967372014,3733.745687466999,38792.43627929,3879243.6279289997,271443.94239368057,271.4439423936806,56187388190.03851,342884064.8615502,232703712620271360,26,25,25.000000000000004,25,25,2.0595385527532977,2.0595385527532977,271441.8828551278,271446.00193223334,342884062.80201167,342884066.92108876
1992,6,67,577.4792736700117,1069051.386065768,377.7076428425003,669689.7555038474,94562.32836934,9456232.836934,3571691.415008191,3571.691415008191,59883885274263.41,5460778470.327161,9559493784892898e4,67,59.33996620052005,59.68267446661551,59,59,2.000995378088267,2.000995378088267,3571689.414012813,3571693.416003569,5460778468.326165,5460778472.328156
1992,8,12,13.597375297030684,185.5110565637317,0.44954275994450404,0.46225705023092867,17954,1795400,807.1090712043626,0.8071090712043626,1490067.6473555677,24412727.60828889,597987685583752.25,12,11,11,11,11,2.200985160091639,2.200985160091639,804.908086044271,809.3100563644542,24412725.407303732,24412729.80927405
1992,9,8,324.702681438835,67085.8788601441,226.38031687246817,34407.76069545439,11567.95970497,1156795.970497,261875.83835790522,261.8758383579052,46043671140.638214,375614753.49801534,89772774571326300,8,7,7,7,7,2.3646242515927836,2.3646242515927836,261873.47373365363,261878.2029821568,375614751.1333911,375614755.8626396
1993,1,58,98.95623851106467,57188.63658958141,69.36127406429954,22620.423851982152,77871.19482419,7787119.482418999,540124.5285915106,540.1245285915106,1371685080890.842,770584052.8164129,3467874878018392600,58,57,57,57,57,2.002465459291007,2.002465459291007,540122.5261260513,540126.5310569699,770584050.8139474,770584054.8188784
1993,2,31,179.3138287533083,286297.589849442,19.983116897801345,1154.4744127964536,41027.07031248,4102707.031248,81984.8742028603,81.9848742028603,19432349965.26361,735672106.0261977,4819019718843049e3,31,30,29.999999999999996,30,30,2.0422724563012378,2.0422724563012378,81982.831930404,81986.9164753166,735672103.9839252,735672108.0684701
1993,3,77,432.9329939343816,786312.4764761887,263.95940105576193,343853.31741879985,103300.22729512,10330022.729512,2726706.6125743943,2726.7066125743945,36692370733958.66,4472207667.697844,8390690866728287e4,77,74.95150064357904,72.6588201805472,74,72,1.9925434951809322,1.9934635666618716,2726704.620030899,2726708.6051178896,4472207665.70438,4472207669.691307
