"Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
1998,1,"EBS",3648113.55623568,0.0981418159576252,295512.789810466
1999,1,"EBS",5129249.52184362,0.0980652737377303,417150.823960529
2000,1,"EBS",7937315.49390635,0.0999871585108111,652948.52609842
2001,1,"EBS",6035049.63289171,0.0925326753293426,459598.744499174
2002,1,"EBS",6841999.32231963,0.0837665230368788,476928.782437276
2003,1,"EBS",10845982.0091021,0.0880552321126634,793030.34903536
2004,1,"EBS",5422791.9299608,0.0859801072775108,386047.20830719
2005,1,"EBS",6904726.09464856,0.0938164837025815,534387.601159206
2006,1,"EBS",4003668.14247598,0.0897332969390156,297552.535575394
2007,1,"EBS",6411413.59097578,0.109150159008186,574166.983421685
2008,1,"EBS",4246486.2382199,0.109634622578893,381262.535255575
2009,1,"EBS",2928589.72712632,0.114920115965156,275509.687091303
2010,1,"EBS",5173926.09249431,0.109405305743544,465885.021973896
2011,1,"EBS",4538797.14480203,0.098140183699472,362680.399159912
2012,1,"EBS",4729299.2961899,0.0861923465861479,339456.80932916
2013,1,"EBS",6095870.58553906,0.0882772557543468,446947.599071463
2014,1,"EBS",11888944.2169008,0.0822635691135585,808994.192881434
2015,1,"EBS",9603795.09959086,0.0762994954444755,603971.845842541
2016,1,"EBS",7215529.87325923,0.0808451993772514,478474.477526056
2017,1,"EBS",6940719.24515939,0.0777483530807552,445451.910292188
2018,1,"EBS",4002062.05460006,0.0853923950297956,280154.93454406
1982,1,"NBS",17061.6571502096,0.581624823377848,5401.06283681237
1983,1,"NBS",223631.322673567,0.64022856398526,76091.603221668
1984,1,"NBS",59584.7075487079,0.810160461502392,22818.277179276
1985,1,"NBS",371370.312726643,0.347147060945239,81298.8857854928
1986,1,"NBS",124802.118199853,0.700247923064262,45951.5774823003
1987,1,"NBS",78474.1408021133,0.621861971263702,25374.7659236636
1988,1,"NBS",20769.8143829137,0.434895716930053,5431.38840005026
1989,1,"NBS",142707.972212602,0.449102150952196,39367.7070581368
1990,1,"NBS",59650.3981181842,0.658653153405095,19843.5594288939
1991,1,"NBS",178949.841596432,0.250124949809633,30655.2023909158
1992,1,"NBS",73462.52651989,0.818647654108922,29422.7731246556
1993,1,"NBS",159801.596851524,0.695363109667827,59701.3675520375
1994,1,"NBS",84014.7470185959,0.786327479836585,34054.436735881
1995,1,"NBS",63025.8035073571,0.742932904718159,24149.4342281442
1996,1,"NBS",151164.998940619,0.620530015480547,51384.3157176702
1997,1,"NBS",196856.724905726,0.612700997981248,65430.5005864091
1998,1,"NBS",389457.65912958,0.548825684875069,121286.895657912
1999,1,"NBS",55401.0233661971,0.807012697362638,23133.4835794927
2000,1,"NBS",87017.6206911442,0.683597622496801,31341.2139265148
2001,1,"NBS",70605.066416692,0.616632347727985,24666.4444733399
2002,1,"NBS",186476.770444814,0.449511295899614,51201.980374091
2003,1,"NBS",622210.237410402,0.501996302397164,181791.796149236
2004,1,"NBS",320349.866005459,0.512922432182829,96079.5354555459
2005,1,"NBS",113061.167686909,0.441731427898752,30513.3239430832
2006,1,"NBS",12130.9396089804,0.518572898001654,3551.69945742109
2007,1,"NBS",26753.6290293093,0.571371987997943,8881.52558241139
2008,1,"NBS",11454.3408344373,0.524453933014016,3859.567299317
2009,1,"NBS",5147.74836243742,0.521426347031751,1604.57763776027
2010,1,"NBS",9021.61492875308,0.248594277085024,1654.51021826673
2011,1,"NBS",65007.6328159929,0.514168557194022,19949.4152333614
2012,1,"NBS",41503.9084316159,0.608233125526938,14324.8635879597
2013,1,"NBS",70421.4301053748,0.665253460497451,25325.585202565
2014,1,"NBS",619151.474272931,0.620528347976227,210015.201769318
2015,1,"NBS",1273918.46694121,0.581796949582953,405323.677376466
2016,1,"NBS",2560725.26734542,0.552598287776591,815742.044195533
2017,1,"NBS",1753332.71831376,0.147028767662423,199422.197636772
2018,1,"NBS",1593699.00651597,0.212094434307795,240852.315728691
